DepartmentName,JobTitle,Zip,Salary,,,
Edison K-8,Principal Middle,01880,"$128,434.09 ",,,
BPS McCormack Middle,Teacher,02124,"$112,272.49 ",,,
BPS Mendell Elementary,Teacher,02048,"$53,517.30 ",,,
BPS Edwards Middle,Teacher,02472,"$100,386.73 ",,,
HPEC: Com Acd Science & Health,Teacher,02124,"$92,532.19 ",,,
BPS Mason Elementary,Teacher,01701,"$96,014.39 ",,,
BPS Counseling Service,School Psychologist(1),02155,"$68,225.59 ",,,
BPS Hennigan Elementary,Teacher,02169,"$92,135.85 ",,,
BPS Murphy Elementary,Principal Middle,02127,"$151,103.41 ",,,
BPS Fenway High,Community Field Coordinator,02124,"$58,686.09 ",,,
Election Division,Admin Asst,02136,"$74,611.97 ",,,
Assessing Department,Sr Research Analyst (Asn),01431,"$84,173.90 ",,,
BPS Latin Academy,Teacher,02124,"$114,788.80 ",,,
Hernandez K-8,Teacher,02122,"$94,515.96 ",,,
Quincy Upper School,Headmaster,02131,"$129,684.17 ",,,
Lyndon K-8,Teacher,01760,"$7,952.20 ",,,
BPS Brighton High,Paraprofessional,02126,"$22,837.97 ",,,
BPS Latin Academy,Teacher,06611,,,,
BPS Irving Middle,Part-Time Cafeteria Attendant,02130,"$14,265.05 ",,,
Food & Nutrition Svc,Substitute Cafe Attn BE,02131,"$10,106.14 ",,,
BPS Orchard Gardens K-8 Pilot,Part-Time Cafeteria Attendant,02122,"$23,526.58 ",,,
BPS Irving Middle,Part-Time Cafeteria Attendant,02119,"$24,383.90 ",,,
BPS Ohrenberger Elementary,Part-Time Cafeteria Attendant,02120,"$9,994.54 ",,,
BPS South Boston High,Part-Time Cafeteria Attendant,02127,"$14,435.80 ",,,
Curley K-8,Part-Time Cafeteria Attendant,02119,"$17,055.45 ",,,
BPS Mckay Elementary,Teacher,01776,"$102,371.29 ",,,
BPS Grew Elementary,Lead Satellite Attendant B,02026,"$24,073.15 ",,,
Margarita Muniz Academy,Part-Time Cafeteria Attendant,02131,"$22,162.10 ",,,
BPS Business Service,Dupl/Distribution Supv  27,02120,"$60,169.72 ",,,
Mission Hill K-8,Paraprofessional,02368,"$50,165.69 ",,,
BPS Timilty Middle,SpEd Support Svcs Coordinator,02301,"$95,761.22 ",,,
Dudley St. Neighborhood School,Teacher,02474,"$57,476.00 ",,,
King K-8,Lunch Hour Monitors,02124,"$8,388.74 ",,,
BPS Manning Elementary,Lead Satellite Attendant B,02121,"$15,635.35 ",,,
Curley K-8,Teacher,02171,"$111,022.29 ",,,
BPS East Boston High,Asst Cafeteria Manager,02128,"$39,452.76 ",,,
BPS Mather Elementary,Community Field Coordinator,02135,"$57,989.91 ",,,
BPS Boston Comm Leadership Ac,Teacher,02131,"$101,612.48 ",,,
Mission Hill K-8,Teacher,02118,"$95,951.54 ",,,
BPS Boston Latin,Teacher,02026,"$91,367.12 ",,,
Boston Police Department,Sr Personnel Officer II,02128,"$56,649.08 ",,,
Boston Public Library,Floater Librarian I,02124,"$35,593.21 ",,,
BPS Alternative Education HS,Teacher,02148,"$102,051.14 ",,,
BPS Irving Middle,Teacher,02135,"$53,249.76 ",,,
BPS English High,Staff Asst (B),02122,"$89,738.44 ",,,
BPS Murphy Elementary,Teacher,02131,"$95,132.36 ",,,
WREC: Urban Science Academy,Teacher,02026,"$93,017.63 ",,,
BPS Boston Comm Leadership Ac,Teacher,02134,"$105,251.98 ",,,
Frederick Pilot Middle,Teacher,02152,"$110,373.80 ",,,
Auditing Department,Admin Asst,02127,"$55,815.34 ",,,
BPS Brighton High,Program Director (Basas 9A),01545,"$69,516.63 ",,,
BPS Special Education,Teacher,01701,"$110,372.33 ",,,
BPS Chittick Elementary,Teacher,02021,"$64,560.13 ",,,
Gardner Pilot  Academy,Teacher,02155,"$96,014.39 ",,,
Umana Middle,Teacher,02453,"$91,170.17 ",,,
BPS East Boston High,Small Learning Comm Leader,02054,"$123,685.74 ",,,
Edison K-8,Part-Time Cafeteria Attendant,02135,"$21,337.00 ",,,
BPS Orchard Gardens K-8 Pilot,Part-Time Cafeteria Attendant,02126,"$8,554.74 ",,,
Neighborhood Services,Dep Director,02136,"$101,456.04 ",,,
Neighborhood Services,Chief of Civic Engagement,02125,"$128,749.92 ",,,
BPS Ellis Elementary,Teacher,02368,"$97,456.12 ",,,
BPS Human Resource Team,Teacher,01742,$899.19 ,,,
BPS Athletics,Coach (NonTPP),02121,"$12,220.00 ",,,
BPS Murphy Elementary,Teacher,02472,"$102,548.63 ",,,
BPS Quincy Elementary,Teacher,02370,"$95,105.44 ",,,
BPS Guild Elementary,Principal Elementary,02131,"$130,484.19 ",,,
Asst Superintendent-Network A,Instructional Superintendent,02762,"$171,000.45 ",,,
BPS Russell Elementary,Teacher,02458,"$100,945.55 ",,,
Teaching & Learning,Teacher,02155,"$102,724.14 ",,,
Green Academy,Director Of Instruction,02136,"$111,440.98 ",,,
Edison K-8,Teacher,02135,"$103,492.87 ",,,
Property Management,Third Class Sta Eng (New Ch),02132,"$40,648.22 ",,,
BPS Madison Park High,Teacher,02045,"$96,543.25 ",,,
Gardner Pilot  Academy,Teacher,02129,"$102,724.14 ",,,
Lyndon K-8,Lunch Hour Monitors,02121,"$22,139.02 ",,,
Mattapan Early Elementary,Principal Elementary,02072,"$129,684.17 ",,,
Roosevelt K-8,Teacher,02035,"$99,789.20 ",,,
BPS Boston Latin,Teacher,02138,"$90,711.16 ",,,
Student Support Svc,Sum Sch - BTU Prof,02124,"$4,000.00 ",,,
BPS Special Education,Specialist (BTU),02127,"$100,389.98 ",,,
Parks Department,Prin Admin Asst (P&R),02131,"$81,598.23 ",,,
BPS Kenny Elementary,Teacher,02191,"$92,808.85 ",,,
Dpt of Innovation & Technology,Prin Dp Sys Anal-Dp,02114,"$120,412.31 ",,,
Henderson Elementary,Teacher,02129,"$90,694.12 ",,,
BPS Mckay Elementary,Teacher,01949,"$94,459.36 ",,,
Quincy Upper School,Cluster Substitute,02115,"$32,478.68 ",,,
BPS Grew Elementary,Teacher,02062,"$99,283.89 ",,,
BPS Horace Mann,Paraprofessional,02134,"$37,857.14 ",,,
BPS Horace Mann,Teacher,02127,"$102,945.38 ",,,
Quincy Upper School,Teacher,02140,"$95,949.20 ",,,
Office of Tourism,Director,02118,"$99,909.94 ",,,
Roosevelt K-8,Teacher,02131,"$102,882.29 ",,,
BPS Winship Elementary,Teacher,060022,,,,
BPS East Boston High,Teacher,03038,"$103,759.09 ",,,
BPS Mozart Elementary,Teacher,02364,"$99,789.20 ",,,
Boston Collaborative High Sch,Teacher,02322,"$51,471.41 ",,,
BPS Burke High,Library Paraprofessional,02136,"$49,608.39 ",,,
BPS Ohrenberger Elementary,Paraprofessional,02368,"$36,840.89 ",,,
BPS Snowden International Hi,Teacher,02090,"$96,014.39 ",,,
Dorchester Academy,Director (D) (non-ac),02136,"$82,461.93 ",,,
BPS Sumner Elementary,Prin Clerk/School Sec 19,02121,"$51,282.89 ",,,
BPS Boston Latin,Registrar,02026,"$112,809.01 ",,,
BPS Brighton High,Teacher,02126,"$69,328.95 ",,,
BPS Trotter Elementary,Lunch Hour Monitors,02122,"$7,338.42 ",,,
BPS Health and Wellness,Coord-Manager (C),02121,"$71,467.93 ",,,
West Roxbury Academy,SpEd Support Svcs Coordinator,02131,"$95,341.39 ",,,
Tech Boston Academy,Community Field Coordinator,02124,"$54,164.91 ",,,
"Kennedy, EM Health Academy",Lead Satellite Attendant B,02118,"$27,448.13 ",,,
BPS Human Resource Team,Director (D) (non-ac),02144,"$110,831.50 ",,,
BPS Manning Elementary,Teacher,02169,"$97,362.89 ",,,
BPS Burke High,Prin Clerk/School Sec 19,02136,"$56,578.28 ",,,
BPS Mckay Elementary,Teacher,02132,"$92,808.85 ",,,
BPS McKinley Middle,Asst Program Director (7),02145,"$118,911.00 ",,,
BPS Bates Elementary,SpEd Support Svcs Coordinator,02081,"$83,750.16 ",,,
BPS Business Service,BPS Worker's Comp Job Class,01721,,,,
BPS Substitute Teachers/Nurs,Substitute Teacher,02170,"$9,195.58 ",,,
BPS Business Service,BPS Worker's Comp Job Class,02122,,,,
Parks Department,Contract Compliance Manager,02132,"$61,461.22 ",,,
BPS Irving Middle,Teacher,02169,"$106,499.49 ",,,
BPS Blackstone Elementary,SpEd Support Svcs Coordinator,01803,"$102,167.33 ",,,
Teaching & Learning,Employment Agreement,01845,"$45,924.00 ",,,
BPS Substitute Teachers/Nurs,Substitute Teacher,01930,"$19,072.50 ",,,
BPS English High,Paraprofessional,02124,"$35,486.61 ",,,
Workers Compensation Service,Workers Comp Job Classificatn,03087,,,,
Frederick Pilot Middle,Paraprofessional,02186,"$38,709.56 ",,,
BPS Madison Park High,Asst Headmaster,02131,,,,
BPS Russell Elementary,Teacher,02126,"$79,632.35 ",,,
BPS Latin Academy,Teacher,02026,"$106,085.00 ",,,
Ellison/Parks EES,Surround Care Paraprofessional,02136,"$36,298.83 ",,,
Kilmer K-8,Teacher,02081,"$88,741.06 ",,,
Roosevelt K-8,Teacher,02121,"$92,039.69 ",,,
Boston Public Library,Technology Access Manager,02131,"$67,004.11 ",,,
BPS Charlestown High,Teacher,02119,"$91,482.74 ",,,
BPS Orchard Gardens K-8 Pilot,Cluster Substitute,02322,"$31,248.07 ",,,
WREC: Urban Science Academy,Teacher,02072,"$94,694.12 ",,,
BPS Snowden International Hi,Teacher,02169,"$96,849.80 ",,,
Henderson Elementary,Paraprofessional,02132,"$44,374.53 ",,,
BPS Madison Park High,Teacher,02122,"$107,334.95 ",,,
BPS Philbrick Elementary,Lead Satellite Attendant B,02136,"$19,909.71 ",,,
BPS Another Course To Colleg,Part-Time Cafeteria Attendant,02135,"$6,174.80 ",,,
BPS Edwards Middle,Cafeteria Manager14,02151,"$46,910.95 ",,,
BPS Charlestown High,Teacher,02131,"$100,211.04 ",,,
BPS Charlestown High,Asst Headmaster,02188,"$124,096.54 ",,,
Boston Fire Department,FF(IncidentCommandSp)DFC-AdvTe,02067,"$109,379.19 ",,,
Edison K-8,Teacher,01740,"$71,194.65 ",,,
Tobin K-8,Teacher,02143,"$33,930.34 ",,,
Boston Fire Department,Fire Fighter-AdvanceTechnician,02131,"$109,441.01 ",,,
Boston Fire Department,Fire Fighter,01821,"$53,774.12 ",,,
Boston Fire Department,FireLieutenant(ScubaDivTech,02184,"$98,036.86 ",,,
BPS Irving Middle,Teacher,02126,"$72,825.31 ",,,
Boston Fire Department,Fire Fighter-AdvanceTechnician,01821,"$108,776.27 ",,,
Boston Fire Department,Fire Lieutenant,02458,"$130,265.29 ",,,
Boston Fire Department,Fire Captain-Technician,02066,"$148,355.65 ",,,
Roosevelt K-8,Lunch Hour Monitors,02136,"$8,499.30 ",,,
Property Management,Jr Building Custodian,02128,"$41,563.70 ",,,
Treasury-Treasury Division,Supv-Accounting,02125,"$97,647.03 ",,,
Boston Cntr - Youth & Families,Youth Worker,02127,"$48,263.39 ",,,
BPS Manning Elementary,Prin Clerk/School Sec 19,02132,"$58,071.28 ",,,
BPS Boston Latin,Sen Clerk-School Secretary 15,02124,"$43,770.74 ",,,
Boston Police Department,"CommunEquipOp III, R-13 (CT)",02188,"$55,182.30 ",,,
BPS Boston School Committee,School Committee Member,02132,"$7,499.96 ",,,
Inspectional Services Dept,Board Member Appeals,02120,"$13,800.00 ",,,
Boston Fire Department,Fire Fighter (InctComndSp) DFC,02122,"$109,357.13 ",,,
Boston Fire Department,Fire Fighter,02760,"$106,643.33 ",,,
Assessing Department,Dir-Assessing Services,02121,"$89,342.75 ",,,
Baldwin ELC,Surround Care Paraprofessional,02135,"$45,401.12 ",,,
Public Works Department,Highway Maint Frprs (Pwd)##,02115,"$55,784.92 ",,,
Boston Police Department,Communic. EquipOp II 9II(SS),02114,"$41,111.18 ",,,
Asst Superintendent-Network A,Instructional Superintendent,02021,"$157,345.12 ",,,
Haley Pilot,Prin Clerk/School Sec 19,02132,"$49,498.28 ",,,
BPS Another Course To Colleg,Prin Clerk/School Sec 19,02191,"$49,498.28 ",,,
BPS Boston Comm Leadership Ac,Surround Care Paraprofessional,02186,"$52,319.00 ",,,
BPS Beethoven Elementary,Teacher,02021,"$104,512.22 ",,,
BPS East Boston High,Prin Clerk/School Sec 21,02184,"$32,098.72 ",,,
BPS Sumner Elementary,Lead Satellite Attendant A,02131,"$28,483.84 ",,,
BPS Charlestown High,Paraprofessional,02127,"$23,348.17 ",,,
Boston Cntr - Youth & Families,Office Assistant,02124,"$44,556.50 ",,,
Umana Middle,Lunch Hour Monitors,02128,"$23,089.20 ",,,
Legal Advisor,Paralegal Assistant,02122,"$71,694.76 ",,,
BPS Mather Elementary,Teacher,02125,"$97,417.90 ",,,
BPS McKinley Middle,Paraprofessional,02360,"$32,759.72 ",,,
BPS Mckay Elementary,Lunch Hour Monitors,02128,"$8,720.42 ",,,
BPS English High,Paraprofessional,02136,"$39,046.79 ",,,
BPS Community Academy,Community Field Coordinator,02122,"$60,598.04 ",,,
BPS Special Education,Teacher,02458,"$98,347.74 ",,,
BPS Hennigan Elementary,Paraprofessional,02126,"$3,208.84 ",,,
BPS Business Service,BPS Worker's Comp Job Class,02127,,,,
BPS Perkins Elementary,Prin Clerk/School Sec 19,02124,"$53,210.08 ",,,
Roosevelt K-8,Paraprofessional,02131,"$36,696.52 ",,,
BPS Madison Park High,Employment Agreement,02119,"$9,125.00 ",,,
BPS McKinley Middle,Asst Program Director (7),02043,"$117,911.04 ",,,
Haynes EEC,Lunch Hour Monitors,02126,"$8,678.96 ",,,
Public Works Department,Asst Supn-Highway Maint (Pwd),02127,"$102,433.84 ",,,
Edison K-8,SpEd Support Svcs Coordinator,02124,"$98,394.95 ",,,
BPS Health and Wellness,Director (E) (non-ac),02476,"$132,374.75 ",,,
Newcomers Academy,Community Field Coordinator,02301,"$60,598.02 ",,,
Boston Police Department,Mtr Eq Rpprs ClassIBPDFleetBFD,02131,"$84,072.89 ",,,
BPS Trotter Elementary,Community Field Coordinator,02121,"$47,764.48 ",,,
King K-8,Cafeteria Manager14,02120,"$43,025.80 ",,,
BPS Fenway High,Paraprofessional,02119,"$39,751.66 ",,,
Public Works Department,Hvy Mtr Equip Oper & P W Lbr,02122,"$46,349.01 ",,,
Higginson/Lewis K-8,Paraprofessional,03038,,,,
Parks Department,Supn Of Tree Maintenance,02135,"$89,342.49 ",,,
Henderson Elementary,Teacher,02026,"$18,530.61 ",,,
Public Works Department,StreetlightingConstInsp(Pwd)##,01854,"$69,983.84 ",,,
Boston Fire Department,Lineperson,02136,"$69,387.75 ",,,
West Roxbury Academy,Teacher,02114,"$100,256.59 ",,,
BPS Latin Academy,Security Para,02136,"$41,148.28 ",,,
Property Management,Third Class Sta Eng (New Ch),02124,"$61,689.63 ",,,
Parks Department,Admin Secretary,02134,"$49,181.68 ",,,
Parks Department,Business Operations Mgr,02131,"$70,694.35 ",,,
Boston Police Department,Exec Sec (B.P.D.),02302,"$20,134.20 ",,,
Boston Public Library,Young Adults Librarian I,02136,"$65,453.21 ",,,
BPS Blackstone Elementary,Lunch Hour Monitors,02132,"$8,748.06 ",,,
Office of New Bostonians,Special Assistant,02131,"$72,100.06 ",,,
Neighborhood Development,Asst Dir (DND),02130,"$96,760.80 ",,,
BPS Conley Elementary,Teacher,02359,"$99,229.40 ",,,
BPS Mason Elementary,Surround Care Paraprofessional,02136,"$33,846.31 ",,,
BPS New Mission Pilot,Teacher,02136,"$91,444.28 ",,,
Umana Middle,Teacher,01864,"$90,429.31 ",,,
West Roxbury Academy,Community Field Coordinator,02124,"$65,239.86 ",,,
BPS Winship Elementary,Teacher,02131,"$92,164.15 ",,,
Traffic Division,Sr Parking Meter Supervisor I,02122,"$54,471.53 ",,,
Mildred Avenue K-8,Teacher,02494,"$90,084.13 ",,,
BPS Chittick Elementary,Paraprofessional,02136,"$37,256.86 ",,,
Young Achievers K-8,Community Field Coordinator,02131,"$47,441.11 ",,,
WREC: Urban Science Academy,Paraprofessional,02132,"$38,733.89 ",,,
BPS Mckay Elementary,Teacher,02170,"$103,492.87 ",,,
Boston Cntr - Youth & Families,Building Manager,02121,"$46,413.45 ",,,
HPEC: Com Acd Science & Health,Teacher,02170,"$95,341.39 ",,,
BPS Boston Arts Academy,Staff Asst (C),015212,"$51,220.08 ",,,
BPS Horace Mann,Teacher,02180,"$104,946.13 ",,,
BPS Charlestown High,Guidance Counselor(1),02121,"$95,726.57 ",,,
Warren/Prescott K-8,Teacher,02189,"$104,528.89 ",,,
Mattapan Early Elementary,Surround Care Paraprofessional,02368,"$36,942.64 ",,,
Office of New Bostonians,Dir,02132,"$94,338.04 ",,,
Boston Cntr - Youth & Families,Asst Pool Manager,02151,"$61,348.29 ",,,
Parks Department,"Dir, Administration & Finance",02132,"$120,225.46 ",,,
BPS Quincy Elementary,Paraprofessional,02136,"$27,979.29 ",,,
Treasury-Collecting Division,Teller,02131,"$52,641.33 ",,,
Gardner Pilot  Academy,Surround Care Paraprofessional,02127,"$40,878.24 ",,,
BPS Clap Elementary,Paraprofessional,02169,"$31,946.93 ",,,
Assessing Department,Member-Bd Of Review,02121,"$89,999.90 ",,,
WREC: Urban Science Academy,Teacher,02081,"$95,437.04 ",,,
Jackson/Mann K-8,Teacher,02460,"$99,789.74 ",,,
BPS Welcome Services,Part Time Service Specialist,02124,"$16,129.24 ",,,
Workers Compensation Service,Workers Comp Job Classificatn,02176,,,,
Boston Cntr - Youth & Families,Athletic Director,02122,"$46,556.42 ",,,
Boston Public Library,Applications Technical Support,02129,"$64,098.85 ",,,
Boston Police Department,Police Officer,01940,"$87,120.17 ",,,
Boston Police Department,Police Dispatcher,02129,"$59,988.31 ",,,
Boston Police Department,Police Officer,01746,"$91,822.47 ",,,
BPS Brighton High,Teacher,02125,"$95,477.69 ",,,
HPEC: Com Acd Science & Health,Teacher,02186,"$99,881.80 ",,,
BPS English High,Teacher,02445,"$98,111.39 ",,,
BPS Welcome Services,Coord-Manager (B),02135,"$54,388.58 ",,,
BPS Edwards Middle,Employment Agreement,02481,"$10,650.00 ",,,
BPS Hennigan Elementary,Teacher,02128,"$92,135.85 ",,,
BPS Winship Elementary,Teacher,02124,"$89,412.10 ",,,
BPS Orchard Gardens K-8 Pilot,Teacher,02122,"$110,312.39 ",,,
Margarita Muniz Academy,Nurse,02119,"$97,674.74 ",,,
BPS Madison Park High,Program Director (Basas 9A),02127,"$123,326.41 ",,,
BPS McKinley Middle,Teacher,02170,"$98,115.66 ",,,
Boston Fire Department,Sr Admin Asst (Fire),02132,"$57,647.23 ",,,
BPS Athletics,Coach (NonTPP),02368,"$7,213.98 ",,,
Higginson/Lewis K-8,Paraprofessional,02119,"$54,711.84 ",,,
BPS Charlestown High,Teacher,02148,"$88,629.86 ",,,
BPS Lee Elementary,Teacher,02067,"$98,972.38 ",,,
BPS Special Education,ABA Specialist (BTU),02127,"$44,648.49 ",,,
Office of Admin & Finance,Special Advisor,02108,"$113,276.04 ",,,
Office of Arts & Culture,Staff Asst I,02136,"$59,477.35 ",,,
Office of Arts & Culture,Staff Asst II,02130,"$64,944.60 ",,,
Warren/Prescott K-8,Paraprofessional,02151,"$35,728.03 ",,,
Boston Cntr - Youth & Families,Lifeguard II,02126,"$43,076.49 ",,,
Warren/Prescott K-8,Teacher,02132,"$104,123.10 ",,,
Boston Police Department,Head Clerk & Secretary,02131,"$41,910.69 ",,,
BPS Facility Management,Jr Custodian,02131,"$47,684.32 ",,,
Boston Public Library,Jr Building Custodian,02026,"$45,094.11 ",,,
Boston Retirement System,Admin Asst (Finance),02132,"$79,724.70 ",,,
Info & Instr Technology,Service Representative,02128,"$89,607.58 ",,,
BPS Quincy Elementary,Teacher,02038,"$71,345.33 ",,,
BPS McKinley Middle,Teacher,02459,"$100,439.17 ",,,
BPS O'Bryant School,Teacher,01821,"$98,203.59 ",,,
Info & Instr Technology,Sen Computer Repair Technician,02703,"$64,881.48 ",,,
Public Works Department,First  Asst Drawtender##,02128,"$54,128.49 ",,,
BPS Counseling Service,School Psychologist(1),02093,"$95,556.75 ",,,
BPS Counseling Service,School Psychologist(1),02128,"$102,429.83 ",,,
BPS McKinley Middle,Guidance Advisor(1),02144,"$100,439.17 ",,,
BPS McKinley Middle,Teacher,02021,"$109,472.67 ",,,
Boston Police Department,Police Clerk And Typist,02115,"$46,862.56 ",,,
Roosevelt K-8,Teacher,02122,"$94,674.72 ",,,
Greater Egleston High,Headmaster,02188,"$139,871.91 ",,,
BPS Special Education,Teacher,02420,"$103,070.57 ",,,
BPS Brighton High,Teacher,02118,"$103,538.82 ",,,
BPS Charlestown High,Nurse,03079,"$86,049.60 ",,,
Boston Fire Department,Admin Secretary,02124,"$53,817.46 ",,,
Lyon Pilot High 9-12,Teacher,02127,"$104,853.96 ",,,
Teaching & Learning,Sen Prog Director (Basas 11B),02476,"$125,637.84 ",,,
BPS McCormack Middle,SpEd Support Svcs Coordinator,02021,"$106,499.49 ",,,
BPS Business Service,BPS Worker's Comp Job Class,02139,,,,
BPS Dearborn Middle,Teacher,02465,"$110,719.50 ",,,
BPS Boston Latin,Teacher,02215,"$100,471.97 ",,,
"Kennedy, EM Health Academy",Teacher,02180,"$108,362.32 ",,,
Boston Public Library,Sr Bldg Custodian,02129,"$52,326.01 ",,,
"Greenwood, S K-8",Teacher,02184,"$99,920.43 ",,,
Lyndon K-8,Teacher,02090,"$100,588.43 ",,,
BPS Special Education,SpEd Support Svcs Coordinator,02125,"$111,236.69 ",,,
Eliot K-8,Teacher,02144,"$105,185.23 ",,,
BPS Harvard/Kent Elementary,Nurse,04090,,,,
BPS Business Service,BPS Worker's Comp Job Class,02118,,,,
BPS Boston Latin,Teacher,02090,"$105,242.72 ",,,
Henderson Elementary,Headmaster,02122,"$139,841.14 ",,,
BPS Quincy Elementary,Teacher,02368,"$92,135.85 ",,,
Frederick Pilot Middle,Social Worker/Coordinator,02186,"$77,781.44 ",,,
Henderson Elementary,Social Worker/Coordinator,02186,"$102,051.14 ",,,
BPS South Boston HS - Excel,Teacher,02124,"$72,013.79 ",,,
BPS McCormack Middle,Teacher,04106,"$71,987.52 ",,,
Early Learning Services,Program Director (Basas 9),02135,"$96,217.92 ",,,
BPS Murphy Elementary,Teacher,02127,"$92,135.85 ",,,
BPS Special Education,Teacher,02767,"$33,883.89 ",,,
BPS Quincy Elementary,Teacher,02170,"$56,675.73 ",,,
Public Works Department,Supn-Sanitation,02118,"$124,964.89 ",,,
BPS Charlestown High,Teacher,01801,"$100,256.59 ",,,
BPS Conley Elementary,Specialist (BTU),02906,"$99,116.20 ",,,
BPS Madison Park High,Program Director (Basas 10B),01701,"$129,873.90 ",,,
BPS Substitute Teachers/Nurs,Sub Teacher - Retiree,02145,"$4,439.33 ",,,
BPS Special Education,SpEd Support Svcs Coordinator,02170,"$104,566.63 ",,,
Lyon K-8,Teacher,02090,"$103,492.87 ",,,
BPS Community Academy,Teacher,02703,"$97,179.15 ",,,
BPS Madison Park High,Teacher,01510,"$30,435.79 ",,,
BPS Harvard/Kent Elementary,Teacher,01887,"$95,142.47 ",,,
BPS Latin Academy,Staff Asst (B),02132,"$73,690.69 ",,,
Perry K-8,Teacher,02421,"$103,634.37 ",,,
BPS Boston Evening Academy,Registrar,02121,"$93,232.99 ",,,
Lyon Pilot High 9-12,Lead Satellite Attendant B,02135,"$17,964.48 ",,,
Tech Boston Academy,Part-Time Cafeteria Attendant,02131,"$13,341.03 ",,,
BPS Winthrop Elementary,Lead Satellite Attendant A,02121,"$25,546.73 ",,,
BPS Condon Elementary,Part-Time Cafeteria Attendant,02127,"$15,859.18 ",,,
Kilmer K-8,Teacher,02459,"$94,459.36 ",,,
Warren/Prescott K-8,Teacher,02476,"$84,457.81 ",,,
Frederick Pilot Middle,Teacher,02771,"$94,526.04 ",,,
BPS Lee Elementary,SpEd Support Svcs Coordinator,02171,"$106,163.26 ",,,
BPS Community Academy,Director (C),02124,"$86,918.35 ",,,
Teaching & Learning,Technician (B),02124,"$49,910.38 ",,,
BPS Latin Academy,Teacher,01887,,,,
BPS Boston Latin,Teacher,02338,"$95,273.53 ",,,
BPS Madison Park High,Teacher,01801,"$97,149.00 ",,,
BPS Adams Elementary,Teacher,01902,"$88,826.56 ",,,
Boston Fire Department,Fire Captain-AdvanceTechnician,02128,"$147,543.05 ",,,
Boston Police Department,Police Clerk And Typist,02120,"$46,817.55 ",,,
BPS Irving Middle,Student Dev Counselor (1),02124,"$62,483.04 ",,,
BPS Athletics,Coach (TPP),01760,"$13,300.34 ",,,
"Kennedy, PJ Elementary",Teacher,01701,"$92,272.41 ",,,
East Boston EEC,Teacher,02186,"$90,937.80 ",,,
BPS Adams Elementary,Teacher,02128,"$101,698.29 ",,,
Chief Financial Officer,Project Manager (C),01801,"$108,283.05 ",,,
BPS Bradley Elementary,Lunch Hour Monitors,02128,"$8,623.68 ",,,
King K-8,Principal Middle,02368,"$121,171.74 ",,,
BPS South Boston HS - Excel,SpEd Support Svcs Coordinator,02125,"$25,598.50 ",,,
BPS Winship Elementary,Principal Elementary,02124,"$128,434.09 ",,,
BPS Human Resource Team,Employment Agreement,02155,"$3,000.00 ",,,
Ellison/Parks EES,Prin Clerk/School Sec 19,02132,"$51,864.00 ",,,
BPS Facility Management,Jr Custodian,02118,"$48,263.63 ",,,
BPS Guild Elementary,Teacher,01950,"$99,789.74 ",,,
Mission Hill K-8,Teacher,02135,"$68,283.81 ",,,
Boston Police Department,Police Dispatcher,02121,"$76,232.59 ",,,
BPS Lee Elementary,Teacher,02169,"$95,142.47 ",,,
Henderson Elementary,Teacher,02149,"$2,632.56 ",,,
BPS South Boston High,Part-Time Cafeteria Attendant,02121,"$14,321.40 ",,,
BPS Another Course To Colleg,Part-Time Cafeteria Attendant,02130,"$25,448.20 ",,,
Parks Department,Sr Personnel Officer II,02126,"$66,125.62 ",,,
BPS Mckay Elementary,Teacher,02914,"$92,135.85 ",,,
Boston Public Library,Carpenter,02125,"$53,893.14 ",,,
BPS Boston International HS,Teacher,02170,"$111,540.47 ",,,
Lyndon K-8,Teacher,02026,"$97,674.74 ",,,
BPS Substitute Teachers/Nurs,Substitute Teacher,01702,"$4,290.21 ",,,
BPS Transportation,Standby Cab Monitor HE,02120,"$23,004.87 ",,,
Lyon K-8,Teacher,02124,"$82,484.11 ",,,
Hernandez K-8,Teacher,02132,"$92,277.35 ",,,
Umana Middle,Teacher,02129,"$95,046.31 ",,,
BPS Clap Elementary,Teacher,01523,"$98,492.91 ",,,
BPS MPH\Health Academy,Teacher,02301,,,,
Boston Public Library,Jr Building Custodian,02122,"$46,668.36 ",,,
Teaching & Learning,Director (Basas 12B Acad),03053,"$128,943.88 ",,,
Hurley K-8,Paraprofessional,02119,"$33,400.11 ",,,
Lyon K-8,Paraprofessional,02126,"$42,393.85 ",,,
Tech Boston Academy,Jr Coordinator (B),02186,"$75,993.25 ",,,
Boston Police Department,Police Sergeant,02767,"$94,694.17 ",,,
Emergency Management,Exec Asst,02125,"$71,503.60 ",,,
Boston Police Department,Police Sergeant,01810,"$100,546.10 ",,,
Jackson/Mann K-8,Teacher,02446,"$110,503.24 ",,,
BPS Substitute Teachers/Nurs,Substitute Teacher,02143,"$4,196.30 ",,,
Boston Police Department,Police Offc/FgrPrt Ev Tch 4$10,02126,"$86,279.10 ",,,
BPS Channing Elementary,Lunch Hour Monitors,02136,"$8,748.06 ",,,
King K-8,Teacher,02184,"$103,614.02 ",,,
HPEC: Com Acd Science & Health,Lead Satellite Attendant A,02116,"$25,455.04 ",,,
Margarita Muniz Academy,Teacher,02026,"$86,806.60 ",,,
BPS Cl#10 Lee Academy,Teacher,02125,"$26,895.75 ",,,
BPS New Mission Pilot,Community Field Coordinator,02126,"$77,935.42 ",,,
