DepartmentName,JobTitle,Salary,Zip
Law Department,Head Clerk & Secretary,"$52,641.35",
Lyndon K-8,Teacher,"$54,781.62",
Boston Public Library,Childrens Librarian II,"$71,931.03",
Property Management,Security Offc (Prot Ser),"$48,492.55",
Jackson/Mann K-8,Employment Agreement,"$6,534.00",
Tobin K-8,Lunch Hour Monitors,"$8,748.06",
BPS Charlestown High,Asst Cafeteria Manager,"$23,651.79",
Umana Middle,Paraprofessional,"$51,960.38",
BPS Substitute Teachers/Nurs,Substitute Teacher HE,"$41,769.26",
Dpt of Innovation & Technology,Data Proc Equip Tech,"$64,007.36",
Dpt of Innovation & Technology,Data Proc Equip Tech,"$64,007.34",
BPS English High,Part-Time Cafeteria Attendant,"$13,516.41",
Traffic Division,Sr Traffic Investigator,"$49,003.53",
Eliot K-8,Lunch Hour Monitors,"$8,748.06",
BPS Charlestown High,Teacher,"$97,100.41",
Parks Department,Summer Youth Worker,"$5,497.25",
BPS Blackstone Elementary,Paraprofessional,"$8,994.70",
BPS Facility Management,Jr Cust/Nights,"$49,899.56",
Property Management,Security Offc (Prot Ser),"$45,611.62",
BPS Health Service,Health Para,"$45,587.55",
Eliot K-8,Paraprofessional,"$37,405.04",
Boston Police Department,Communic. EquipOp II 9II(SS),"$49,709.07",
Law Department,Prin Legal Asst (Law Dept),"$74,611.92",
Traffic Division,Parking Meter Supervisor,"$55,978.10",
Public Works Department,Jr Civil Eng (Fss EngDivPwd)##,"$60,194.22",
BPS Chittick Elementary,Paraprofessional,"$50,108.86",
BPS Boston International HS,Teacher,"$90,878.68",
BPS Facility Management,Jr Cust/Nights,"$54,036.44",
BPS Orchard Gardens K-8 Pilot,Academy Director (Basas 10B),"$121,041.96",
Property Management,Sr Admin Anl,"$81,308.31",
BPS Winship Elementary,Teacher,"$104,165.87",
BPS Mozart Elementary,Teacher,"$101,707.35",
BPS Burke High,Part-Time Cafeteria Attendant,"$13,258.80",
Boston Fire Department,Fire Fighter-AdvanceTechnician,"$109,628.50",
Boston Fire Department,Fire Lieutenant,"$119,595.30",
Law Department,Prin Clerk,"$46,817.69",
Dpt of Innovation & Technology,Sr Data Proc Sys Anl,"$97,646.99",
Assessing Department,Supv-Asst Assessors,"$81,592.61",
BPS Quincy Elementary,Paraprofessional,"$40,893.18",
Law Department,Admin Asst,"$61,098.91",
BPS Substitute Teachers/Nurs,Substitute Teacher HE,"$22,680.36",
BPS Special Education,Teacher,"$96,014.39",
Green Academy,Social Worker/Coordinator,"$95,341.39",
BPS Special Education,One to One Para,"$43,732.30",
BPS Facility Management,Jr Cust/Nights,"$54,453.19",
Ellison/Parks EES,Teacher,"$91,367.12",
BPS Mather Elementary,Paraprofessional,"$49,215.28",
BPS Irving Middle,Teacher,"$106,499.49",
Boston Police Department,Police Offc/FgrPrt Ev Tch 4$10,"$90,988.69",
Boston Police Department,Police Sergeant,"$102,513.74",
Boston Police Department,Police Sergeant,"$100,337.41",
Boston Police Department,Police Offc/Hosp Liaison 4$10,"$85,904.73",
Boston Police Department,Police Detective,"$88,552.96",
Boston Police Department,Police Officer,"$88,494.57",
Asst Superintendent-Network A,Director (D) (non-ac),"$116,869.90",
BPS Orchard Gardens K-8 Pilot,Teacher,"$102,872.73",
BPS Quincy Elementary,Paraprofessional,"$18,412.33",
Parks Department,Head Storekeeper,"$41,296.67",
Boston Public Library,Programs & Outreach Librarian,"$53,114.96",
Student Support Svc,Employment Agreement,"$5,120.00",
Workers Compensation Service,Workers Comp Job Classificatn,,
Boston Police Department,Head Clerk & Secretary,"$52,699.24",
Cemetery Division,Cemetery Foreperson##,"$51,743.28",
BPS Lee Elementary,Technician (B),"$38,893.58",
BPS Sumner Elementary,Asst Principal Elementary,"$119,913.72",
Henderson Elementary,Teacher,"$100,256.59",
Tech Boston Academy,Coordinator (C),"$86,209.29",
ASD Human Resources,Worker's Compensation Case Mgr,"$78,228.97",
BPS Hennigan Elementary,Teacher,"$98,365.38",
BPS Ellis Elementary,Paraprofessional,"$29,680.30",
Boston Cntr - Youth & Families,Youth Worker,"$48,427.91",
Boston Public Library,Sr Library Asst (Branch),"$42,691.89",
BPS Sumner Elementary,Paraprofessional,"$36,109.84",
BPS Adult Education,Community Field Coordinator,"$45,484.41",
BPS Special Education,Teacher,"$108,673.61",
Law Department,Articled Clerk,"$69,663.30",
Kilmer K-8,Lead Satellite Attendant B,"$21,513.18",
BPS Guild Elementary,Teacher,"$106,714.85",
Parks Department,Gardener,"$47,493.43",
Boston Police Department,Social Worker (BPD),"$69,215.50",
"Greenwood, S K-8",Lunch Hour Monitors,"$27,351.86",
BPS Ohrenberger Elementary,Lunch Hour Monitors,"$8,803.34",
Early Learning Services,Staff Asst (B),"$63,368.78",
Parks Department,Park Ranger II,"$44,356.01",
BPS Special Education,Teacher,"$75,320.57",
Parks Department,Laborer (Park),"$32,027.50",
Boston Public Library,Sr Library Asst,"$42,410.29",
BPS Orchard Gardens K-8 Pilot,Paraprofessional,"$51,407.65",
BPS Boston International HS,Teacher,"$106,064.56",
Boston City Council,Secretary,"$63,658.23",
Neighborhood Development,Housing Development Offcr,"$81,509.53",
Boston Cntr - Youth & Families,Staff Asst,"$52,186.75",
Boston Cntr - Youth & Families,Building Asst,"$36,166.34",
Boston Police Department,Police Sergeant,"$102,868.97",
BPS Conley Elementary,Specialist (BTU),"$87,491.06",
HPEC: Com Acd Science & Health,Teacher,"$95,341.39",
BPS Boston Comm Leadership Ac,Teacher,"$96,032.44",
Boston Cntr - Youth & Families,Admin Coordinator (Com Sch),"$95,716.23",
Higginson/Lewis K-8,Part-Time Cafeteria Attendant,"$11,719.46",
BPS O'Bryant School,Teacher,"$108,529.14",
BPS Special Education,ABA Specialist (BTU),"$41,521.99",
Jackson/Mann K-8,Paraprofessional,"$35,281.43",
BPS Blackstone Elementary,Director (Basas 10B),"$78,769.67",
Boston Cntr - Youth & Families,Asst Supervisor (CC),$900.00,
Chief of Staff,Chief of Staff,"$155,664.31",
BPS Fenway High,Teacher,"$104,888.94",
BPS Tynan Elementary,Teacher,"$90,077.92",
Law Department,Asst Corp Counsel III,"$80,837.80",
Neighborhood Services,Staff Asst IV,"$68,588.62",
BPS Orchard Gardens K-8 Pilot,Paraprofessional,"$36,916.74",
BPS Special Education,One to One Para,"$44,910.20",
BPS Quincy Elementary,Teacher,"$104,165.87",
BPS South Boston HS - Excel,Teacher,"$71,638.47",
BPS Boston Comm Leadership Ac,Teacher,"$99,053.94",
BPS Boston Comm Leadership Ac,Surround Care Paraprofessional,"$57,481.27",
Boston Public Library,Sr Library Asst,"$43,219.19",
BPS Boston Evening Academy,Teacher,"$81,581.69",
Boston Cntr - Youth & Families,Lifeguard II,"$33,368.57",
Boston Cntr - Youth & Families,Lifeguard II,"$42,843.45",
BPS Otis Elementary,Teacher,"$92,772.90",
Boston Cntr - Youth & Families,Pool Manager,"$67,915.07",
BPS McKinley Middle,Paraprofessional,"$14,270.95",
BPS Alternative Education HS,Student Dev Counselor (1),"$106,504.61",
BPS Condon Elementary,Teacher,"$71,022.50",
Higginson/Lewis K-8,Community Field Coordinator,"$65,043.46",
BPS Human Resource Team,Employment Agreement,"$4,998.60",
Parks Department,Motor Equip Oper & Lbr (P&R),"$40,276.29",
Consumer Affairs & Licensing,Staff Asst,"$85,184.61",
Greater Egleston High,Coord-Manager (C),"$62,452.55",
Law Department,Office Manager II,"$82,385.82",
Fam & Student Engagemt,Prog Director (D) (non-ac),"$93,223.62",
ASD Human Resources,Admin Asst,"$59,490.05",
Public Works Department,Hvy Mtr Equi Repairpr Class II,"$70,348.04",
Public Works Department,Prin Admin Asst,"$91,377.67",
Public Works Department,Supv-Sanitation (Pwd),"$68,187.43",
BPS East Boston High,Community Field Coordinator,"$50,312.07",
Elderly Commission,Advocacy Representative,"$54,288.27",
Inspectional Services Dept,Head Clerk,"$49,003.54",
Parks Department,Maint Mech (Plumber)##,"$50,520.94",
Parks Department,Maint Mech (Painter)##,"$50,043.00",
BPS Another Course To Colleg,Teacher,"$75,346.10",
Lyon K-8,Teacher,"$104,165.87",
Tech Boston Academy,Teacher,"$103,188.16",
HPEC: Com Acd Science & Health,Headmaster,"$123,759.69",
BPS Boston Comm Leadership Ac,Teacher,"$99,856.15",
BPS Beethoven Elementary,Teacher,"$95,132.36",
BPS Madison Park High,Teacher,"$65,252.97",
Dpt of Innovation & Technology,Prin Dp Sys Anal-Dp,"$120,412.36",
BPS Blackstone Elementary,Nurse,"$49,032.10",
Boston City Council,Secretary,"$78,000.37",
Ellison/Parks EES,Principal Elementary,"$66,529.08",
Frederick Pilot Middle,Teacher,"$92,202.53",
BPS Boston Arts Academy,Director (D) (non-ac),,
BPS Boston Evening Academy,Student Services Coordinator,"$96,014.39",
Boston Collaborative High Sch,Secretary,"$42,447.42",
Jackson/Mann K-8,Teacher,"$98,138.98",
BPS Latin Academy,Teacher,"$98,847.73",
BPS Fenway High,Asst Headmaster,"$117,846.04",
Young Achievers K-8,Coordinator 4,"$102,525.02",
BPS Special Education,Teacher,"$102,724.14",
BPS Brighton High,Specialist (BTU),"$102,417.27",
BPS Timilty Middle,Teacher,"$104,213.80",
BPS McKinley Middle,Teacher,"$92,831.65",
BPS Horace Mann,Teacher,"$98,909.38",
BPS Edwards Middle,Teacher,"$116,789.71",
Edison K-8,Principal Middle,"$128,434.09",
BPS McCormack Middle,Teacher,"$112,272.49",
BPS Mendell Elementary,Teacher,"$53,517.30",
BPS Edwards Middle,Teacher,"$100,386.73",
HPEC: Com Acd Science & Health,Teacher,"$92,532.19",
BPS Mason Elementary,Teacher,"$96,014.39",
BPS Counseling Service,School Psychologist(1),"$68,225.59",
BPS Hennigan Elementary,Teacher,"$92,135.85",
BPS Murphy Elementary,Principal Middle,"$151,103.41",
BPS Fenway High,Community Field Coordinator,"$58,686.09",
Election Division,Admin Asst,"$74,611.97",
Assessing Department,Sr Research Analyst (Asn),"$84,173.90",
BPS Latin Academy,Teacher,"$114,788.80",
Hernandez K-8,Teacher,"$94,515.96",
Quincy Upper School,Headmaster,"$129,684.17",
Lyndon K-8,Teacher,"$7,952.20",
BPS Brighton High,Paraprofessional,"$22,837.97",
BPS Latin Academy,Teacher,,
BPS Irving Middle,Part-Time Cafeteria Attendant,"$14,265.05",
Food & Nutrition Svc,Substitute Cafe Attn BE,"$10,106.14",
BPS Orchard Gardens K-8 Pilot,Part-Time Cafeteria Attendant,"$23,526.58",
BPS Irving Middle,Part-Time Cafeteria Attendant,"$24,383.90",
BPS Ohrenberger Elementary,Part-Time Cafeteria Attendant,"$9,994.54",
BPS South Boston High,Part-Time Cafeteria Attendant,"$14,435.80",
Curley K-8,Part-Time Cafeteria Attendant,"$17,055.45",
BPS Mckay Elementary,Teacher,"$102,371.29",
BPS Grew Elementary,Lead Satellite Attendant B,"$24,073.15",
Margarita Muniz Academy,Part-Time Cafeteria Attendant,"$22,162.10",
BPS Business Service,Dupl/Distribution Supv  27,"$60,169.72",
Mission Hill K-8,Paraprofessional,"$50,165.69",
BPS Timilty Middle,SpEd Support Svcs Coordinator,"$95,761.22",
Dudley St. Neighborhood School,Teacher,"$57,476.00",
King K-8,Lunch Hour Monitors,"$8,388.74",
BPS Manning Elementary,Lead Satellite Attendant B,"$15,635.35",
Curley K-8,Teacher,"$111,022.29",
BPS East Boston High,Asst Cafeteria Manager,"$39,452.76",
BPS Mather Elementary,Community Field Coordinator,"$57,989.91",
BPS Boston Comm Leadership Ac,Teacher,"$101,612.48",
Mission Hill K-8,Teacher,"$95,951.54",
BPS Boston Latin,Teacher,"$91,367.12",
Boston Police Department,Sr Personnel Officer II,"$56,649.08",
Boston Public Library,Floater Librarian I,"$35,593.21",
BPS Alternative Education HS,Teacher,"$102,051.14",
BPS Irving Middle,Teacher,"$53,249.76",
BPS English High,Staff Asst (B),"$89,738.44",
BPS Murphy Elementary,Teacher,"$95,132.36",
WREC: Urban Science Academy,Teacher,"$93,017.63",
BPS Boston Comm Leadership Ac,Teacher,"$105,251.98",
Frederick Pilot Middle,Teacher,"$110,373.80",
Auditing Department,Admin Asst,"$55,815.34",
BPS Brighton High,Program Director (Basas 9A),"$69,516.63",
BPS Special Education,Teacher,"$110,372.33",
BPS Chittick Elementary,Teacher,"$64,560.13",
Gardner Pilot  Academy,Teacher,"$96,014.39",
Umana Middle,Teacher,"$91,170.17",
BPS East Boston High,Small Learning Comm Leader,"$123,685.74",
Edison K-8,Part-Time Cafeteria Attendant,"$21,337.00",
BPS Orchard Gardens K-8 Pilot,Part-Time Cafeteria Attendant,"$8,554.74",
Neighborhood Services,Dep Director,"$101,456.04",
Neighborhood Services,Chief of Civic Engagement,"$128,749.92",
BPS Ellis Elementary,Teacher,"$97,456.12",
BPS Human Resource Team,Teacher,$899.19,
BPS Athletics,Coach (NonTPP),"$12,220.00",
BPS Murphy Elementary,Teacher,"$102,548.63",
BPS Quincy Elementary,Teacher,"$95,105.44",
BPS Guild Elementary,Principal Elementary,"$130,484.19",
Asst Superintendent-Network A,Instructional Superintendent,"$171,000.45",
BPS Russell Elementary,Teacher,"$100,945.55",
Teaching & Learning,Teacher,"$102,724.14",
Green Academy,Director Of Instruction,"$111,440.98",
Edison K-8,Teacher,"$103,492.87",
Property Management,Third Class Sta Eng (New Ch),"$40,648.22",
BPS Madison Park High,Teacher,"$96,543.25",
Gardner Pilot  Academy,Teacher,"$102,724.14",
Lyndon K-8,Lunch Hour Monitors,"$22,139.02",
Mattapan Early Elementary,Principal Elementary,"$129,684.17",
Roosevelt K-8,Teacher,"$99,789.20",
BPS Boston Latin,Teacher,"$90,711.16",
Student Support Svc,Sum Sch - BTU Prof,"$4,000.00",
BPS Special Education,Specialist (BTU),"$100,389.98",
Parks Department,Prin Admin Asst (P&R),"$81,598.23",
BPS Kenny Elementary,Teacher,"$92,808.85",
Dpt of Innovation & Technology,Prin Dp Sys Anal-Dp,"$120,412.31",
Henderson Elementary,Teacher,"$90,694.12",
BPS Mckay Elementary,Teacher,"$94,459.36",
Quincy Upper School,Cluster Substitute,"$32,478.68",
BPS Grew Elementary,Teacher,"$99,283.89",
BPS Horace Mann,Paraprofessional,"$37,857.14",
BPS Horace Mann,Teacher,"$102,945.38",
Quincy Upper School,Teacher,"$95,949.20",
Office of Tourism,Director,"$99,909.94",
Roosevelt K-8,Teacher,"$102,882.29",
BPS Winship Elementary,Teacher,,
BPS East Boston High,Teacher,"$103,759.09",
BPS Mozart Elementary,Teacher,"$99,789.20",
Boston Collaborative High Sch,Teacher,"$51,471.41",
BPS Burke High,Library Paraprofessional,"$49,608.39",
BPS Ohrenberger Elementary,Paraprofessional,"$36,840.89",
BPS Snowden International Hi,Teacher,"$96,014.39",
Dorchester Academy,Director (D) (non-ac),"$82,461.93",
BPS Sumner Elementary,Prin Clerk/School Sec 19,"$51,282.89",
BPS Boston Latin,Registrar,"$112,809.01",
BPS Brighton High,Teacher,"$69,328.95",
BPS Trotter Elementary,Lunch Hour Monitors,"$7,338.42",
BPS Health and Wellness,Coord-Manager (C),"$71,467.93",
West Roxbury Academy,SpEd Support Svcs Coordinator,"$95,341.39",
Tech Boston Academy,Community Field Coordinator,"$54,164.91",
"Kennedy, EM Health Academy",Lead Satellite Attendant B,"$27,448.13",
BPS Human Resource Team,Director (D) (non-ac),"$110,831.50",
BPS Manning Elementary,Teacher,"$97,362.89",
BPS Burke High,Prin Clerk/School Sec 19,"$56,578.28",
BPS Mckay Elementary,Teacher,"$92,808.85",
BPS McKinley Middle,Asst Program Director (7),"$118,911.00",
BPS Bates Elementary,SpEd Support Svcs Coordinator,"$83,750.16",
BPS Business Service,BPS Worker's Comp Job Class,,
BPS Substitute Teachers/Nurs,Substitute Teacher,"$9,195.58",
BPS Business Service,BPS Worker's Comp Job Class,,
Parks Department,Contract Compliance Manager,"$61,461.22",
BPS Irving Middle,Teacher,"$106,499.49",
BPS Blackstone Elementary,SpEd Support Svcs Coordinator,"$102,167.33",
Teaching & Learning,Employment Agreement,"$45,924.00",
BPS Substitute Teachers/Nurs,Substitute Teacher,"$19,072.50",
BPS English High,Paraprofessional,"$35,486.61",
Workers Compensation Service,Workers Comp Job Classificatn,,
Frederick Pilot Middle,Paraprofessional,"$38,709.56",
BPS Madison Park High,Asst Headmaster,,
BPS Russell Elementary,Teacher,"$79,632.35",
BPS Latin Academy,Teacher,"$106,085.00",
Ellison/Parks EES,Surround Care Paraprofessional,"$36,298.83",
Kilmer K-8,Teacher,"$88,741.06",
Roosevelt K-8,Teacher,"$92,039.69",
Boston Public Library,Technology Access Manager,"$67,004.11",
BPS Charlestown High,Teacher,"$91,482.74",
BPS Orchard Gardens K-8 Pilot,Cluster Substitute,"$31,248.07",
WREC: Urban Science Academy,Teacher,"$94,694.12",
BPS Snowden International Hi,Teacher,"$96,849.80",
Henderson Elementary,Paraprofessional,"$44,374.53",
BPS Madison Park High,Teacher,"$107,334.95",
BPS Philbrick Elementary,Lead Satellite Attendant B,"$19,909.71",
BPS Another Course To Colleg,Part-Time Cafeteria Attendant,"$6,174.80",
BPS Edwards Middle,Cafeteria Manager14,"$46,910.95",
BPS Charlestown High,Teacher,"$100,211.04",
BPS Charlestown High,Asst Headmaster,"$124,096.54",
Boston Fire Department,FF(IncidentCommandSp)DFC-AdvTe,"$109,379.19",
Edison K-8,Teacher,"$71,194.65",
Tobin K-8,Teacher,"$33,930.34",
Boston Fire Department,Fire Fighter-AdvanceTechnician,"$109,441.01",
Boston Fire Department,Fire Fighter,"$53,774.12",
Boston Fire Department,FireLieutenant(ScubaDivTech,"$98,036.86",
BPS Irving Middle,Teacher,"$72,825.31",
Boston Fire Department,Fire Fighter-AdvanceTechnician,"$108,776.27",
Boston Fire Department,Fire Lieutenant,"$130,265.29",
Boston Fire Department,Fire Captain-Technician,"$148,355.65",
Roosevelt K-8,Lunch Hour Monitors,"$8,499.30",
Property Management,Jr Building Custodian,"$41,563.70",
Treasury-Treasury Division,Supv-Accounting,"$97,647.03",
Boston Cntr - Youth & Families,Youth Worker,"$48,263.39",
BPS Manning Elementary,Prin Clerk/School Sec 19,"$58,071.28",
BPS Boston Latin,Sen Clerk-School Secretary 15,"$43,770.74",
Boston Police Department,"CommunEquipOp III, R-13 (CT)","$55,182.30",
BPS Boston School Committee,School Committee Member,"$7,499.96",
Inspectional Services Dept,Board Member Appeals,"$13,800.00",
Boston Fire Department,Fire Fighter (InctComndSp) DFC,"$109,357.13",
Boston Fire Department,Fire Fighter,"$106,643.33",
Assessing Department,Dir-Assessing Services,"$89,342.75",
Baldwin ELC,Surround Care Paraprofessional,"$45,401.12",
Public Works Department,Highway Maint Frprs (Pwd)##,"$55,784.92",
Boston Police Department,Communic. EquipOp II 9II(SS),"$41,111.18",
Asst Superintendent-Network A,Instructional Superintendent,"$157,345.12",
Haley Pilot,Prin Clerk/School Sec 19,"$49,498.28",
BPS Another Course To Colleg,Prin Clerk/School Sec 19,"$49,498.28",
BPS Boston Comm Leadership Ac,Surround Care Paraprofessional,"$52,319.00",
BPS Beethoven Elementary,Teacher,"$104,512.22",
BPS East Boston High,Prin Clerk/School Sec 21,"$32,098.72",
BPS Sumner Elementary,Lead Satellite Attendant A,"$28,483.84",
BPS Charlestown High,Paraprofessional,"$23,348.17",
Boston Cntr - Youth & Families,Office Assistant,"$44,556.50",
Umana Middle,Lunch Hour Monitors,"$23,089.20",
Legal Advisor,Paralegal Assistant,"$71,694.76",
BPS Mather Elementary,Teacher,"$97,417.90",
BPS McKinley Middle,Paraprofessional,"$32,759.72",
BPS Mckay Elementary,Lunch Hour Monitors,"$8,720.42",
BPS English High,Paraprofessional,"$39,046.79",
BPS Community Academy,Community Field Coordinator,"$60,598.04",
BPS Special Education,Teacher,"$98,347.74",
BPS Hennigan Elementary,Paraprofessional,"$3,208.84",
BPS Business Service,BPS Worker's Comp Job Class,,
BPS Perkins Elementary,Prin Clerk/School Sec 19,"$53,210.08",
Roosevelt K-8,Paraprofessional,"$36,696.52",
BPS Madison Park High,Employment Agreement,"$9,125.00",
BPS McKinley Middle,Asst Program Director (7),"$117,911.04",
Haynes EEC,Lunch Hour Monitors,"$8,678.96",
Public Works Department,Asst Supn-Highway Maint (Pwd),"$102,433.84",
Edison K-8,SpEd Support Svcs Coordinator,"$98,394.95",
BPS Health and Wellness,Director (E) (non-ac),"$132,374.75",
Newcomers Academy,Community Field Coordinator,"$60,598.02",
Boston Police Department,Mtr Eq Rpprs ClassIBPDFleetBFD,"$84,072.89",
BPS Trotter Elementary,Community Field Coordinator,"$47,764.48",
King K-8,Cafeteria Manager14,"$43,025.80",
BPS Fenway High,Paraprofessional,"$39,751.66",
Public Works Department,Hvy Mtr Equip Oper & P W Lbr,"$46,349.01",
Higginson/Lewis K-8,Paraprofessional,,
Parks Department,Supn Of Tree Maintenance,"$89,342.49",
Henderson Elementary,Teacher,"$18,530.61",
Public Works Department,StreetlightingConstInsp(Pwd)##,"$69,983.84",
Boston Fire Department,Lineperson,"$69,387.75",
West Roxbury Academy,Teacher,"$100,256.59",
BPS Latin Academy,Security Para,"$41,148.28",
Property Management,Third Class Sta Eng (New Ch),"$61,689.63",
Parks Department,Admin Secretary,"$49,181.68",
Parks Department,Business Operations Mgr,"$70,694.35",
Boston Police Department,Exec Sec (B.P.D.),"$20,134.20",
Boston Public Library,Young Adults Librarian I,"$65,453.21",
BPS Blackstone Elementary,Lunch Hour Monitors,"$8,748.06",
Office of New Bostonians,Special Assistant,"$72,100.06",
Neighborhood Development,Asst Dir (DND),"$96,760.80",
BPS Conley Elementary,Teacher,"$99,229.40",
BPS Mason Elementary,Surround Care Paraprofessional,"$33,846.31",
BPS New Mission Pilot,Teacher,"$91,444.28",
Umana Middle,Teacher,"$90,429.31",
West Roxbury Academy,Community Field Coordinator,"$65,239.86",
BPS Winship Elementary,Teacher,"$92,164.15",
Traffic Division,Sr Parking Meter Supervisor I,"$54,471.53",
Mildred Avenue K-8,Teacher,"$90,084.13",
BPS Chittick Elementary,Paraprofessional,"$37,256.86",
Young Achievers K-8,Community Field Coordinator,"$47,441.11",
WREC: Urban Science Academy,Paraprofessional,"$38,733.89",
BPS Mckay Elementary,Teacher,"$103,492.87",
Boston Cntr - Youth & Families,Building Manager,"$46,413.45",
HPEC: Com Acd Science & Health,Teacher,"$95,341.39",
BPS Boston Arts Academy,Staff Asst (C),"$51,220.08",
BPS Horace Mann,Teacher,"$104,946.13",
BPS Charlestown High,Guidance Counselor(1),"$95,726.57",
Warren/Prescott K-8,Teacher,"$104,528.89",
Mattapan Early Elementary,Surround Care Paraprofessional,"$36,942.64",
Office of New Bostonians,Dir,"$94,338.04",
Boston Cntr - Youth & Families,Asst Pool Manager,"$61,348.29",
Parks Department,"Dir, Administration & Finance","$120,225.46",
BPS Quincy Elementary,Paraprofessional,"$27,979.29",
Treasury-Collecting Division,Teller,"$52,641.33",
Gardner Pilot  Academy,Surround Care Paraprofessional,"$40,878.24",
BPS Clap Elementary,Paraprofessional,"$31,946.93",
Assessing Department,Member-Bd Of Review,"$89,999.90",
WREC: Urban Science Academy,Teacher,"$95,437.04",
Jackson/Mann K-8,Teacher,"$99,789.74",
BPS Welcome Services,Part Time Service Specialist,"$16,129.24",
Workers Compensation Service,Workers Comp Job Classificatn,,
Boston Cntr - Youth & Families,Athletic Director,"$46,556.42",
Boston Public Library,Applications Technical Support,"$64,098.85",
Boston Police Department,Police Officer,"$87,120.17",
Boston Police Department,Police Dispatcher,"$59,988.31",
Boston Police Department,Police Officer,"$91,822.47",
BPS Brighton High,Teacher,"$95,477.69",
HPEC: Com Acd Science & Health,Teacher,"$99,881.80",
BPS English High,Teacher,"$98,111.39",
BPS Welcome Services,Coord-Manager (B),"$54,388.58",
BPS Edwards Middle,Employment Agreement,"$10,650.00",
BPS Hennigan Elementary,Teacher,"$92,135.85",
BPS Winship Elementary,Teacher,"$89,412.10",
BPS Orchard Gardens K-8 Pilot,Teacher,"$110,312.39",
Margarita Muniz Academy,Nurse,"$97,674.74",
BPS Madison Park High,Program Director (Basas 9A),"$123,326.41",
BPS McKinley Middle,Teacher,"$98,115.66",
Boston Fire Department,Sr Admin Asst (Fire),"$57,647.23",
BPS Athletics,Coach (NonTPP),"$7,213.98",
Higginson/Lewis K-8,Paraprofessional,"$54,711.84",
BPS Charlestown High,Teacher,"$88,629.86",
BPS Lee Elementary,Teacher,"$98,972.38",
BPS Special Education,ABA Specialist (BTU),"$44,648.49",
Office of Admin & Finance,Special Advisor,"$113,276.04",
Office of Arts & Culture,Staff Asst I,"$59,477.35",
Office of Arts & Culture,Staff Asst II,"$64,944.60",
Warren/Prescott K-8,Paraprofessional,"$35,728.03",
Boston Cntr - Youth & Families,Lifeguard II,"$43,076.49",
Warren/Prescott K-8,Teacher,"$104,123.10",
Boston Police Department,Head Clerk & Secretary,"$41,910.69",
BPS Facility Management,Jr Custodian,"$47,684.32",
Boston Public Library,Jr Building Custodian,"$45,094.11",
Boston Retirement System,Admin Asst (Finance),"$79,724.70",
Info & Instr Technology,Service Representative,"$89,607.58",
BPS Quincy Elementary,Teacher,"$71,345.33",
BPS McKinley Middle,Teacher,"$100,439.17",
BPS O'Bryant School,Teacher,"$98,203.59",
Info & Instr Technology,Sen Computer Repair Technician,"$64,881.48",
Public Works Department,First  Asst Drawtender##,"$54,128.49",
BPS Counseling Service,School Psychologist(1),"$95,556.75",
BPS Counseling Service,School Psychologist(1),"$102,429.83",
BPS McKinley Middle,Guidance Advisor(1),"$100,439.17",
BPS McKinley Middle,Teacher,"$109,472.67",
Boston Police Department,Police Clerk And Typist,"$46,862.56",
Roosevelt K-8,Teacher,"$94,674.72",
Greater Egleston High,Headmaster,"$139,871.91",
BPS Special Education,Teacher,"$103,070.57",
BPS Brighton High,Teacher,"$103,538.82",
BPS Charlestown High,Nurse,"$86,049.60",
Boston Fire Department,Admin Secretary,"$53,817.46",
Lyon Pilot High 9-12,Teacher,"$104,853.96",
Teaching & Learning,Sen Prog Director (Basas 11B),"$125,637.84",
BPS McCormack Middle,SpEd Support Svcs Coordinator,"$106,499.49",
BPS Business Service,BPS Worker's Comp Job Class,,
BPS Dearborn Middle,Teacher,"$110,719.50",
BPS Boston Latin,Teacher,"$100,471.97",
"Kennedy, EM Health Academy",Teacher,"$108,362.32",
Boston Public Library,Sr Bldg Custodian,"$52,326.01",
"Greenwood, S K-8",Teacher,"$99,920.43",
Lyndon K-8,Teacher,"$100,588.43",
BPS Special Education,SpEd Support Svcs Coordinator,"$111,236.69",
Eliot K-8,Teacher,"$105,185.23",
BPS Harvard/Kent Elementary,Nurse,,
BPS Business Service,BPS Worker's Comp Job Class,,
BPS Boston Latin,Teacher,"$105,242.72",
Henderson Elementary,Headmaster,"$139,841.14",
BPS Quincy Elementary,Teacher,"$92,135.85",
Frederick Pilot Middle,Social Worker/Coordinator,"$77,781.44",
Henderson Elementary,Social Worker/Coordinator,"$102,051.14",
BPS South Boston HS - Excel,Teacher,"$72,013.79",
BPS McCormack Middle,Teacher,"$71,987.52",
Early Learning Services,Program Director (Basas 9),"$96,217.92",
BPS Murphy Elementary,Teacher,"$92,135.85",
BPS Special Education,Teacher,"$33,883.89",
BPS Quincy Elementary,Teacher,"$56,675.73",
Public Works Department,Supn-Sanitation,"$124,964.89",
BPS Charlestown High,Teacher,"$100,256.59",
BPS Conley Elementary,Specialist (BTU),"$99,116.20",
BPS Madison Park High,Program Director (Basas 10B),"$129,873.90",
BPS Substitute Teachers/Nurs,Sub Teacher - Retiree,"$4,439.33",
BPS Special Education,SpEd Support Svcs Coordinator,"$104,566.63",
Lyon K-8,Teacher,"$103,492.87",
BPS Community Academy,Teacher,"$97,179.15",
BPS Madison Park High,Teacher,"$30,435.79",
BPS Harvard/Kent Elementary,Teacher,"$95,142.47",
