RestaurantId,RestaurantName,LicenseStatus,RestaurantType,Address,City,State,Zip
4626,HARVARD AVE DONUTS LLC,Inactive,Eating & Drinking w/ Take Out,210   HARVARD  AV,ALLSTON,MA,2134
4627,Heavenly Taste,Inactive,Mobile Food Walk On,1   Citywide ST,Boston,MA,2128
4628,HARVARD COOP/BUSINESS SCHOOL,Active,Retail Food,117   Western AVE,Boston,MA,2135
4629,Flik@Fidelity Investments,Inactive,Eating & Drinking,245   Summer ST,Boston,MA,2210
4630,Gap No. 2233,Inactive,Retail Food,100  Huntington AVE,Boston,MA,2116
4631,Five Way Foods,Inactive,Retail Food,100  Hanover ST,Boston,MA,2108
4632,Luzia Cirque Du Soleil,Inactive,Eating & Drinking,525  William F McClellan HWY,East Boston,MA,2128
4633,FOERSTER'S MKT,Inactive,Retail Food,78   Boylston ST,Jamaica Plain,MA,2130
4634,DUN KIN' DONUTS,Inactive,Eating & Drinking w/ Take Out,1350   TREMONT,ROXBURY,MA,2119
4635,Hazel's Coffee Shop(MBTA Gov't. Ctr.),Inactive,Eating & Drinking w/ Take Out,1   Citywide,Boston,Ma,2128
4636,Hebrew Rehabilitation Center Gift Shop,Active,Retail Food,1200   Centre ST,Roslindale,MA,2131
4637,Heng Fat,Active,Retail Food,231   Harrison AVE,Boston,MA,2111
4638,HIGH SPOT DELI,Active,Eating & Drinking,10   Beacon ST,Boston,MA,2108
4639,Hilton Boston Financial District-Gift Shop,Active,Retail Food,89   Broad ST,Boston,MA,2110
4640,Gyro and Kebab House,Inactive,Mobile Food Walk On,1   Citywide ST,Boston,MA,2128
4641,HOLLYWOOD VIDEO No. 021-115,Inactive,Retail Food,103 N Beacon ST,Allston,MA,2134
4642,GENTILEZA MARKET,Inactive,Retail Food,371   Centre ST,Jamaica Plain,MA,2130
4643,HELLAS VIDEO EXPRESS,Inactive,Retail Food,4404   Washington ST,Roslindale,MA,2131
4644,HEMENWAY VARIETY,Inactive,Retail Food,95   Westland AVE,Boston,MA,2115
4645,Hansel & Gretel Gingerbread,Inactive,Retail Food,31   Germania ST,West Roxbury,MA,2130
4646,NAS Convenience Inc.,Active,Retail Food,107   Erie ST,Dorchester,MA,2121
4647,Neiman Marcus,Active,Retail Food,100   HUNTINGTON  AV,BOSTON,MA,2116
4648,NEIGHBORHOOD CONVENIENCE,Active,Retail Food,994   HYDE PARK  AV,HYDE PARK,MA,2136
4649,Neponset Circle Shell,Inactive,Retail Food,1154   William T Morrissey BLVD,Dorchester,MA,2122
4650,New Academy Market,Inactive,Retail Food,2981   Washington ST,Roxbury,MA,2119
4651,New Balance Fitness Club,Inactive,Retail Food,38   Life ST,Brighton,MA,2135
4652,Downtown Crossing Holiday Market,Inactive,Retail Food,,,,0
4653,Equinox Fitness,Inactive,Retail Food,225   Franklin ST,Boston,MA,2110
4654,New Market Sq. Cafe,Active,Eating & Drinking w/ Take Out,130  Newmarket SQ,Roxbury,MA,2118
4655,HILLSIDE MARKET INC.,Inactive,Retail Food,82   Hillside ST,Mission Hill,MA,2120
4656,Hissho Sushi @ Suffolk Univ.,Active,Eating & Drinking,20  Somerset ST,Boston,MA,2108
4657,Honeygrow,Active,Eating & Drinking,100  Northern AVE,Boston,MA,2210
4658,Invi Restaurant,Active,Eating & Drinking w/ Take Out,761  Morton ST,Mattapan,MA,2126
4659,HILTON GARDEN INN EAST BOSTON,Active,Eating & Drinking,100  Boardman ST,East Boston,MA,2128
4660,HOPE HOUSE,Inactive,Eating & Drinking,42   Upton ST,Roxbury,MA,2118
4661,Host-Sam Adams Brew House,Inactive,Eating & Drinking,200   LOGAN AIRPORT TRMNL B,EAST BOSTON,MA,2128
4662,Hot Tomatoes,Inactive,Eating & Drinking w/ Take Out,227   Hanover ST,Boston,MA,2113
4663,HOT TOMATOES,Inactive,Eating & Drinking w/ Take Out,261   North ST,Boston,MA,2113
4664,Holiday Gift Center,Inactive,Retail Food,800   BOYLSTON ST,BOSTON,MA,2199
4665,Hub Bar Stand 4BE,Active,Eating & Drinking w/ Take Out,100   Legends WA,Boston,MA,2114
4666,Hudson News C-2,Inactive,Retail Food,300   LOGAN AIRPORT TRMNL C,EAST BOSTON,MA,2128
4667,Hudson News Trmnl B Upper,Inactive,Retail Food,200   LOGAN AIRPORT TRMNL B,EAST BOSTON,MA,2128
4668,Hudson No. 1922,Active,Retail Food,500   LOGAN AIRPORT TRMNL E,EAST BOSTON,MA,2128
4669,Neighborhoods,Inactive,Retail Food,100  Huntington AVE,Boston,MA,2116
4670,Hudson News (4),Inactive,Retail Food,300   LOGAN AIRPORT TRMNL C,EAST BOSTON,MA,2128
4671,Hudson News No. 674,Inactive,Retail Food,300   Terminal RD,East Boston/,MA,2128
4672,Hudson No. 1921,Active,Retail Food,500   Terminal RD,East Boston,MA,2128
4673,Hudson No. 1928,Active,Retail Food,200   Terminal RD,East Boston,MA,2128
4674,Hudson No. 1940,Active,Retail Food,300   Terminal RD,East Boston/,MA,2128
4675,Hyatt Conf. Ctr. & Hotel (RF),Active,Retail Food,101   Harborside DR,East Boston,MA,2128
4676,HYDE PARK MARKET,Inactive,Retail Food,853   RIVER,HYDE PARK,MA,2136
4677,I PARTY,Inactive,Retail Food,1457   V F W  PK,WEST ROXBURY,MA,2132
4678,Geneva News,Inactive,Retail Food,311   Geneva AVE,Dorchester,MA,2122
4679,Government Ctr. Farmer's Market,Inactive,Retail Food,1   CITY HALL PLAZA,BOSTON,MA,2201
4680,Happy Owl Cafe,Inactive,Eating & Drinking w/ Take Out,1   Henshaw ST,Brighton,MA,2135
4681,Hoshi Ya,Active,Eating & Drinking w/ Take Out,529  Washington ST,Brighton,MA,2135
4682,HOST-STARBUCKS (GATE B31),Active,Eating & Drinking w/ Take Out,200   LOGAN AIRPORT TRMNL B,EAST BOSTON,MA,2128
4683,Embassy Suites @Logan Airport,Active,Eating & Drinking,207  Porter ST,East Boston,MA,2128
4684,Hudson News - Gate 40,Inactive,Retail Food,300   LOGAN AIRPORT TRMNL C,EAST BOSTON,MA,2128
4685,Hudson News D-3,Inactive,Retail Food,500   Terminal RD,East Boston,MA,2128
4686,Hudson No. 1923,Active,Retail Food,500   LOGAN AIRPORT TRMNL E,EAST BOSTON,MA,2128
4687,Hudson No. 1933,Active,Retail Food,200   Terminal RD,East Boston,MA,2128
4688,Hudson Booksellers No. 1033,Inactive,Retail Food,200   Terminal RD,East Boston,MA,2128
4689,Hudson News D-2,Inactive,Retail Food,200   Logan airport Trmnl D,East Boston,MA,2128
4690,Hudson News/U.S. Air No.  3,Inactive,Retail Food,200   LOGAN AIRPORT TRMNL B,EAST BOSTON,MA,2128
4691,Hudson No. 1932,Active,Retail Food,200   Terminal RD,East Boston,MA,2128
4692,Huntington Pizza and Cafe,Inactive,Eating & Drinking,764A   Huntington AV,Boston,Ma,2115
4693,IL GIARDINO CAFE,Inactive,Eating & Drinking w/ Take Out,132   BROOKLINE  AV,BOSTON,MA,2215
4694,I Party No. 38,Inactive,Retail Food,1660   Soldiers Field RD,Brighton,MA,2135
4695,ICE CREAM SMITH,Inactive,Eating & Drinking w/ Take Out,2295   Dorchester AVE,Dorchester,MA,2124
4696,In House Cafe,Inactive,Eating & Drinking w/ Take Out,190   Harvard AV,Allston,MA,2134
4697,FIELDS CORNER BAKERY,Inactive,Eating & Drinking w/ Take Out,1476   Dorchester AV,Dorchester,MA,2122
4698,Hong Kong Cafe,Inactive,Eating & Drinking,1271  Boylston ST,Boston,MA,2215
4699,Hudson News (5) K-9,Inactive,Retail Food,300   LOGAN AIRPORT TRMNL C,EAST BOSTON,MA,2128
4700,Hudson News No. 68,Inactive,Retail Food,500   Terminal RD,East Boston,MA,2128
4701,Hudson No. 1930,Active,Retail Food,200   Terminal RD,East Boston,MA,2128
4702,Hudson No. 1941,Active,Retail Food,300   Terminal RD,East Boston,MA,2128
4703,Host-Pizza Hut (AA),Inactive,Eating & Drinking w/ Take Out,200   LOGAN AIRPORT TRMNL B,EAST BOSTON,MA,2128
4704,Hudson No. 1942,Active,Retail Food,300   Terminal RD,East Boston/,MA,2128
4705,I Party No.  70,Inactive,Retail Food,352   Boylston ST,Boston,MA,2116
4706,Icarus On Appleton,Inactive,Eating & Drinking,3   Appleton ST,Boston,MA,2116
4707,New Yorker Fried Chicken,Active,Eating & Drinking w/ Take Out,1251   River ST,Boston,MA,2136
4708,Newslink Space No.  16,Active,Retail Food,    Logan Airport  Trmnl A,East Boston,Ma,2128
4709,Next Step Soul Food Cafe,Active,Eating & Drinking,657  Washington ST,Dorchester,MA,2124
4710,Newslink Space No.  34,Active,Retail Food,100   LOGAN AIRPORT TRMNL A,EAST BOSTON,MA,2128
4711,Fia's Gifts And Treats,Inactive,Retail Food,878  South ST,Roslindale,MA,2131
4712,NICOLE'S SEASIDE CAFE,Inactive,Eating & Drinking w/ Take Out,165  William J. Day Bl,South Boston,MA,2127
4713,NIKISHA ROTI SHOP,Inactive,Eating & Drinking w/ Take Out,532   Washington ST,Dorchester,MA,2124
4714,Nile Lounge,Inactive,Eating & Drinking,66   Brighton AV,Allston,Ma,2134
4715,NINE ZERO HOTEL,Inactive,Eating & Drinking,90   Tremont ST,Boston,MA,2109
4716,Nino's Pizza,Active,Eating & Drinking w/ Take Out,79   Charles ST,Boston,MA,2114
4717,NIX'S MATE,Inactive,Eating & Drinking,89   Broad ST,Boston,MA,2110
4718,NO NAME,Active,Eating & Drinking,15  Boston Fish Pier,Boston,MA,2210
4719,No.  7 RESTAURANT,Active,Eating & Drinking w/ Take Out,225   Grove ST,West Roxbury,MA,2132
4720,No. 1 Chinese Restaurant,Active,Eating & Drinking w/ Take Out,914   Morton ST,Dorchester,MA,2124
4721,No. 9 Park LLC,Active,Eating & Drinking,9   Park ST,Boston,MA,2108
4722,Noche,Inactive,Eating & Drinking,3   Appleton ST,Boston,MA,2116
4723,Noodle Barn,Active,Eating & Drinking,707   Centre ST,Jamaica Plain,MA,2130
4724,NOODLE STREET RESTAURANT,Active,Eating & Drinking,627  Commonwealth AVE,Boston,MA,2215
4725,Noodles King,Active,Eating & Drinking w/ Take Out,350  Longwood AVE,Boston,MA,2115
4726,Noon Mediterranean Grill,Active,Eating & Drinking,545   Boylston ST,Boston,MA,2116
4727,North Beacon Market,Inactive,Retail Food,15 N Beacon ST,Allston,MA,2134
4728,North East of the Border No. 2,Active,Mobile Food Walk On,1   Citywide ST,Boston,MA,2128
4729,North Of The Border,Inactive,Eating & Drinking w/ Take Out,5272   Washington ST,West Roxbury,MA,2132
4730,North Square Oyster,Active,Eating & Drinking,5   North SQ,Boston,MA,2113
4731,NORTH STREET GRILLE & CAFE,Active,Eating & Drinking,229   North ST,Boston,MA,2113
4732,Northeastern Univ Bookstore,Active,Retail Food,360   HUNTINGTON  AV,BOSTON,MA,2115
4733,NORTHEASTERN UNIV. RYDER HALL,Active,Eating & Drinking,11   Leon ST,Boston,MA,2115
4734,Northeastern Univ./International Village,Active,Eating & Drinking,1155    Tremont ST,ROXBURY,MA,2120
4735,Northeastern Univ/Curry Center,Active,Eating & Drinking w/ Take Out,360   HUNTINGTON  AV,BOSTON,MA,2115
4736,NIXON & PEABODY,Inactive,Eating & Drinking,100   Summer ST,Boston,MA,2110
4737,Glenway Market,Inactive,Retail Food,80   Glenway ST,Dorchester,MA,2121
4738,J J FOLEY'S,Inactive,Eating & Drinking,117   EAST BERKELEY,BOSTON,MA,2118
4739,House of Mother Nature,Inactive,Retail Food,345  Washington ST,Brighton,MA,2135
4740,Hyde Park Market,Inactive,Retail Food,847   River ST,Mattapan,MA,2126
4741,I Party No.  505,Inactive,Retail Food,352   Boylston ST,Boston,MA,2116
4742,Noble Roman's Pizza & Tuscano's Subs,Active,Eating & Drinking w/ Take Out,249  Ruggles ST,Boston,MA,2115
4743,Noodle Lab,Active,Eating & Drinking w/ Take Out,100  Hanover ST,Boston,MA,2108
4744,Noon Mediterranean Grill,Active,Eating & Drinking,93   Summer ST,Boston,MA,2110
4745,Noona's Market LLC,Inactive,Retail Food,292   North ST,Boston,MA,2113
4746,NORTH STATION LIQUOR,Inactive,Retail Food,69    Causeway ST,BOSTON,MA,2114
4747,NORTHEASTERN UNIV MATHEWS ARENA,Inactive,Eating & Drinking,284   ST BOTOLPH ST,Fenway/,MA,2115
4748,NORTHEASTERN UNIV-716 COLUMBUS,Active,Eating & Drinking,716   COLUMBUS  AV,BOSTON,MA,2120
4749,Northeastern University Faculty Club,Active,Eating & Drinking,716   COLUMBUS  AV,BOSTON,MA,2120
4750,Norvia's Place,Inactive,Eating & Drinking,2801   WASHINGTON ST ST,BOSTON,MA,2119
4751,Nos Casa Cafe,Active,Eating & Drinking w/ Take Out,475   Dudley ST,Roxbury,MA,2119
4752,Nourish Your Soul,Inactive,Eating & Drinking,441   Stuart ST,Boston,MA,2116
4753,Nu Flav Restaurant,Active,Eating & Drinking,1098   Blue Hill AVE,Dorchester,MA,2124
4754,NUD POB THAI CUISINE,Inactive,Eating & Drinking,708   COMMONWEALTH  AV,BOSTON,MA,2215
4755,Num Pang Sandwich Shop,Active,Eating & Drinking,800   Boylston ST,Boston,MA,2199
4756,NUNEZ MARKET,Active,Retail Food,301   Dudley ST,Roxbury,MA,2119
4757,Nunzio's Pizzeria,Inactive,Eating & Drinking,195   State ST,Boston,MA,2110
4758,Nunzio's Pizzeria,Inactive,Eating & Drinking w/ Take Out,195   State ST,Boston,MA,2110
4759,Nutter  McClennen & Fish LLP,Active,Eating & Drinking,155   SEAPORT LA,BOSTON,MA,2110
4760,O Deli,Inactive,Eating & Drinking w/ Take Out,190   High ST,Boston,MA,2110
4761,O YA RESTAURANT,Active,Eating & Drinking,9   East ST,Boston,MA,2111
4762,O Yummy Cuisine,Inactive,Eating & Drinking w/ Take Out,182   Brighton AVE,Allston,MA,2134
4763,O! Deli,Inactive,Eating & Drinking w/ Take Out,190   High ST,Boston,MA,2110
4764,Oak Square Liquors,Inactive,Retail Food,610   Washington ST,Brighton,MA,2135
4765,Oasis Cafe,Active,Eating & Drinking,630  Hyde Park AVE,Roslindale,MA,2131
4766,Oasis Grill Caffe,Inactive,Eating & Drinking w/ Take Out,46   Newmarket SQ,Boston,MA,2118
4767,O'BRIANS PUB,Inactive,Eating & Drinking,500   LOGAN AIRPORT TRMNL E,EAST BOSTON,MA,2128
4768,O'Brien's Liquor,Active,Retail Food,1911   DORCHESTER AV AV,BOSTON,MA,2124
4769,O'Brien's Pub,Active,Eating & Drinking,1   Harvard AVE,Allston,MA,2134
4770,OCEAN EAST,Inactive,Eating & Drinking w/ Take Out,2286   Dorchester AVE,Dorchester,MA,2124
4771,OCEAN WEALTH RESTAURANT,Inactive,Eating & Drinking,8   Tyler ST,Boston,MA,2111
4772,ODB LIQUORS,Active,Retail Food,732   Huntington AVE,Boston,MA,2115
4773,ODB LIQUORS,Inactive,Retail Food,1253   Hyde Park AVE,Hyde Park,MA,2136
4774,ODB LIQUORS II,Inactive,Retail Food,1151   Blue Hill AVE,Dorchester,MA,2124
4775,ODDS & ENDS VARIETY,Active,Retail Food,274   BLUE HILL  AV,DORCHESTER,MA,2125
4776,ODYSSEY CRUISES,Active,Eating & Drinking,60  Rowes WHF,Boston,MA,2110
4777,Off the Boat,Inactive,Eating & Drinking w/ Take Out,26   Porter ST,East Boston,MA,2128
4778,Oh Natural,Inactive,Retail Food,28  Parmenter ST,Boston,MA,2113
4779,Oishii Boston,Active,Eating & Drinking,1166   Washington ST,Boston,MA,2118
4780,Old Colony Wine,Active,Retail Food,259   Dorchester ST,South Boston,MA,2127
4781,Olde Boston Cafe,Inactive,Eating & Drinking w/ Take Out,82   Water ST,Boston,MA,2109
4782,Olitoki,Active,Eating & Drinking w/ Take Out,66   Brighton AVE,Allston,MA,2134
4783,OLIVEIRA'S RESTAURANT,Active,Eating & Drinking,297   Chelsea ST,East Boston,MA,2128
4784,OLIVER'S ST CAFE,Inactive,Eating & Drinking w/ Take Out,260   Franklin ST,Boston,MA,2109
4785,OLIVE'S,Inactive,Eating & Drinking,10   City SQ,Charlestown,MA,2129
4786,Olivo Market,Inactive,Retail Food,137B   Blue Hill AV,Boston,Ma,2119
4787,Olympic House of Pizza,Active,Eating & Drinking w/ Take Out,655   EAST BROADWAY,South Boston,Ma,2127
4788,OLY'S MARKET,Inactive,Retail Food,399   Saratoga ST,East Boston,MA,2128
4789,OMNI PARKER HOUSE,Active,Eating & Drinking,56   School ST,Boston,MA,2108
4790,ON THE DOT CAFE,Inactive,Eating & Drinking w/ Take Out,1353   DORCHESTER  AV,DORCHESTER,MA,2125
4791,One Energy Inc.,Active,Retail Food,1465   VFW PK,West Roxbury//,MA,2132
4792,One Family Diner Inc.,Active,Eating & Drinking,260  Bowdoin ST,Dorchester,MA,2125
4793,One Of The Kind,Inactive,Eating & Drinking w/ Take Out,1   Brighton AVE,Allston,MA,2134
4794,ONLY ONE JAMAICAN RESTAURANT,Active,Eating & Drinking w/ Take Out,160   Norfolk ST,Dorchester,MA,2124
4795,OPPA SUSHI,Inactive,Eating & Drinking,185  Harvard AVE,Allston,MA,2134
4796,OPPA SUSHI,Active,Eating & Drinking,185  Harvard AVE,Allston,MA,2134
4797,Orient Height Food Market,Active,Retail Food,1016   BENNINGTON,EAST BOSTON,MA,2128
4798,ORIENTAL HOUSE,Active,Eating & Drinking w/ Take Out,560   Washington ST,Dorchester,MA,2124
4799,ORIENTAL HOUSE,Active,Eating & Drinking w/ Take Out,3704   Washington ST,Jamaica Plain,MA,2130
4800,ORIGINAL SOUVLIKE INC.,Inactive,Eating & Drinking w/ Take Out,221   LONGWOOD  AV,BOSTON,MA,2115
4801,ORINOCO:A LATIN KITCHEN,Active,Eating & Drinking,477   SHAWMUT  AV,BOSTON,MA,2118
4802,Ortiz Communications & Mini Market,Inactive,Retail Food,130   North Beacon ST,Brighton,Ma,2135
4803,Ortiz Grocery,Active,Retail Food,1300   Blue Hill AVE,Mattapan,MA,2126
4804,Osaka Express,Inactive,Eating & Drinking w/ Take Out,8   Park PLZ,Boston,MA,2116
4805,Osaka Shabu,Inactive,Eating & Drinking,197   ADAMS,DORCHESTER,MA,2122
4806,OSAKA SUSHI EXPRESS GRILL,Inactive,Eating & Drinking w/ Take Out,106    Cambridge ST,BOSTON,MA,2114
4807,O'Saraceno,Active,Eating & Drinking,284   Hanover ST,Boston,MA,2113
4808,OSTERIA RUSTICO,Inactive,Eating & Drinking,85   Canal ST,Boston,MA,2114
4809,OSUSHI,Inactive,Eating & Drinking,10   HUNTINGTON  AV,BOSTON,MA,2116
4810,Other Side Cafe,Inactive,Eating & Drinking,407   Newbury ST,Boston,MA,2215
4811,Our Father's Deli,Active,Eating & Drinking,197 N Harvard ST,Allston,MA,2134
4812,Our House,Inactive,Eating & Drinking,54  Gainsborough ST,Boston,MA,2115
4813,Our Neighborhood Mini Mart,Inactive,Retail Food,480   Washington ST,Dorchester,MA,2124
4814,Our Neighborhood Variety,Inactive,Retail Food,185   Howard AVE,Dorchester,MA,2125
4815,OVERLAND CAFE,Inactive,Eating & Drinking,99   Brookline AVE,Boston,MA,2111
4816,P & R ICE CREAM,Active,Eating & Drinking w/ Take Out,1284   BLUE HILL  AV,MATTAPAN,MA,2126
4817,P S Gourmet Coffee,Active,Eating & Drinking w/ Take Out,758   Adams ST,Dorchester,MA,2121
4818,P.F.CHANG'S CHINA BISTRO,Active,Eating & Drinking,8   Park PLZ,Boston,MA,2116
4819,Pacific Restaurant Inc.,Inactive,Eating & Drinking,23   Bradston ST,Roxbury,MA,2118
4820,PAD THAI CAFE,Active,Eating & Drinking,6   Hemenway ST,Boston,MA,2115
4821,PAD THAI CAFE,Inactive,Eating & Drinking,1116   Boylston ST,Boston,MA,2115
4822,PADDY O'S,Active,Eating & Drinking,33    Union PR,BOSTON,MA,2118
4823,Paesans,Inactive,Eating & Drinking,76   Salem ST,Boston,Ma,2113
4824,Pagliuca's Restaurant,Active,Eating & Drinking,14  Parmenter ST,Boston,MA,2113
4825,PALM RESTAURANT,Inactive,Eating & Drinking,10   HUNTINGTON  AV,BOSTON,MA,2116
4826,PAN ASIA RESTAURANT,Inactive,Eating & Drinking,412 W Broadway,South Boston,MA,2127
4827,PAN ASIA RESTAURANT,Inactive,Eating & Drinking w/ Take Out,720 E Broadway,South Boston,MA,2127
4828,PAN THAI,Inactive,Eating & Drinking,14   WESTLAND  AV,BOSTON,MA,2115
4829,PANDA EXPRESS No. 208,Inactive,Eating & Drinking w/ Take Out,800   Boylston ST,Boston,MA,2199
4830,Panda Express Space 29A,Inactive,Eating & Drinking w/ Take Out,100   LOGAN AIRPORT TRMNL A,EAST BOSTON,MA,2128
4831,Panera Bread,Active,Eating & Drinking,200   High ST,Boston,Ma,2110
4832,Panera Bread,Inactive,Eating & Drinking,1  Union ST,Boston,MA,2109
4833,Panera Bread,Active,Eating & Drinking,115   Stuart ST,Boston,MA,2116
4834,Panera Bread,Active,Eating & Drinking,289  Huntington AVE,Boston,MA,2115
4835,Panera Bread,Active,Eating & Drinking,222   Berkeley ST,Boston,MA,2116
4836,Panera Bread Bakery Cafe,Inactive,Eating & Drinking,8   Allstate RD,Dorchester,MA,2125
4837,Panera Bread Bakery Cafe (Stuart St.),Inactive,Eating & Drinking,115   Stuart ST,Boston,MA,2116
4838,Panera Bread Bakery/Cafe No.  1411,Inactive,Eating & Drinking,75   Spring ST,West Roxbury,MA,2132
4839,Panera Bread No.  1449,Inactive,Eating & Drinking,490   BOYLSTON ST,Boston,MA,2116
4840,Panera Bread No. 1415,Inactive,Eating & Drinking,289   Huntington AVE,Boston,MA,2115
4841,PANIFICIO,Active,Eating & Drinking,144   Charles ST,Boston,MA,2114
4842,Pantry Pizza & Kitchen,Inactive,Eating & Drinking w/ Take Out,931   Dorchester AV,Dorchester,Ma,2125
4843,Pantry Pizza Kitchen,Active,Eating & Drinking w/ Take Out,930   Dorchester AVE,Dorchester,MA,2125
4844,Panza,Active,Eating & Drinking,326   Hanover ST,Boston,MA,2113
4845,Paolo's,Inactive,Eating & Drinking,247   Main ST,Charlestown,MA,2129
4846,PAPA GINO'S,Active,Eating & Drinking w/ Take Out,1270   River ST,Hyde Park,MA,2136
4847,PAPA GINO'S,Inactive,Eating & Drinking w/ Take Out,184   Border ST,East Boston,MA,2128
4848,PAPA GINO'S,Active,Eating & Drinking w/ Take Out,19   Austin ST,Charlestown,MA,2129
4849,PAPA GINO'S,Active,Eating & Drinking w/ Take Out,748   Gallivan BLVD,Dorchester,MA,2122
4850,Papa Gino's,Inactive,Eating & Drinking w/ Take Out,204 N Beacon ST,Brighton,MA,2135
4851,PAPA GIORGIO'S,Inactive,Eating & Drinking w/ Take Out,239   Grove ST,West Roxbury,MA,2132
4852,Papa John Pizza,Inactive,Eating & Drinking w/ Take Out,522   River ST,Mattapan,MA,2126
4853,PAPA JOHNS PIZZA,Inactive,Eating & Drinking w/ Take Out,1224   Dorchester AVE,Dorchester,MA,2125
4854,PAPA JOHNS PIZZA,Inactive,Eating & Drinking w/ Take Out,971   TREMONT ST,ROXBURY,MA,2120
4855,PAPA JOHNS PIZZA,Inactive,Eating & Drinking w/ Take Out,971A   Tremont ST,Mission Hill,MA,2119
4856,PAPA JOHNS PIZZA,Inactive,Eating & Drinking w/ Take Out,525   Washington ST,Brighton,MA,2135
4857,PAPA JOHNS PIZZA,Inactive,Eating & Drinking w/ Take Out,1224   DORCHESTER  AV,DORCHESTER,MA,2125
4858,Papa John's West Roxbury,Inactive,Eating & Drinking w/ Take Out,1780   Centre ST,West Roxbury,MA,2132
4859,Papa Razzi,Inactive,Eating & Drinking,157   Newbury ST,Boston,MA,2116
4860,Papa Razzi Trattoria Bar,Active,Eating & Drinking,157   Newbury ST,Boston,MA,2116
4861,PAPA RINO'S PIZZA,Active,Eating & Drinking w/ Take Out,392   Geneva AVE,Dorchester,MA,2122
4862,Papagayo,Active,Eating & Drinking,15   West ST,Boston,MA,2111
4863,Papagayo,Inactive,Eating & Drinking,1   Chelsea ST,Charlestown,MA,2129
4864,Papagayo,Inactive,Eating & Drinking,281   Summer ST,Boston,MA,2210
4865,PAPA-RAZZI,Inactive,Eating & Drinking,271   Dartmouth ST,Boston,MA,2116
4866,Paparino's Pizza,Inactive,Eating & Drinking w/ Take Out,258   Dudley ST,Roxbury,MA,2119
4867,PAPARINO'S PIZZA,Inactive,Eating & Drinking w/ Take Out,258   Dudley ST,Roxbury,MA,2119
4868,PAPA'S ROAST BEEF AND PIZZA,Inactive,Eating & Drinking w/ Take Out,55   Causeway ST,Boston,MA,2114
4869,Paper Store of West Roxbury,Active,Retail Food,1804   Centre ST,West Roxbury,MA,2132
4870,PARADISE,Active,Eating & Drinking,963  Commonwealth AVE,Boston,MA,2215
4871,PARADISE BAKERY & CAFE,Inactive,Eating & Drinking w/ Take Out,800   Boylston ST,Boston,MA,2199
4872,Paraiso Restaurant,Inactive,Eating & Drinking w/ Take Out,2306  Washington ST,Roxbury,MA,2119
4873,Paraiso Restaurant,Inactive,Eating & Drinking,750   Dudley ST,Dorchester,MA,2125
4874,PARAMOUNT,Active,Eating & Drinking,44   Charles ST,Boston,MA,2114
4875,Northeastern Univ-Churchill,Inactive,Eating & Drinking,360   HUNTINGTON  AV,BOSTON,MA,2115
4876,Northeastern University/Janba Juice,Inactive,Eating & Drinking,1175  Tremont ST,Boston,MA,2120
4877,Nourish Your Soul,Active,Eating & Drinking w/ Take Out,282   Cambridge ST,Boston,MA,2114
4878,Nova Multi Service,Inactive,Retail Food,34   Egleston ST,Jamaica Plain,MA,2130
4879,Nuevo Mundo,Inactive,Retail Food,407   Chelsea ST,East Boston,MA,2128
4880,NUNU'S VARIETY STORE,Inactive,Retail Food,165   NEPONSET  AV,DORCHESTER,MA,2122
4881,Parish Cafe,Inactive,Eating & Drinking,493   MASSACHUSETTS AV,BOSTON,MA,2115
4882,Parish Cafe,Active,Eating & Drinking,359   Boylston ST,Boston,MA,2116
4883,Park Avenue Market,Active,Retail Food,631   Hyde Park AVE,Roslindale,MA,2131
4884,Park Avenue Market,Inactive,Retail Food,631    Hyde Park AV,ROSLINDALE,MA,2131
4885,PARK SQ CAFE,Active,Eating & Drinking,31   ST JAMES  AV,BOSTON,MA,2116
4886,Oak Corner Store,Inactive,Retail Food,2   Tremont ST,Brighton,MA,2135
4887,Oasis Cafe,Active,Eating & Drinking w/ Take Out,105   Bowdoin AVE,Dorchester,MA,2121
4888,Oath Craft Pizza,Active,Eating & Drinking w/ Take Out,700   Atlantic AVE,Boston,MA,2110
4889,Ocean Prime,Active,Eating & Drinking,100  Pier 4 Bl,Boston,MA,2210
4890,Ogawa Coffee,Active,Eating & Drinking w/ Take Out,10   Milk ST,Boston,MA,2108
4891,Old Stag Tavern,Inactive,Eating & Drinking,3171   Washington ST,Jamaica Plain,MA,2130
4892,Parkside Cafe 2,Inactive,Eating & Drinking w/ Take Out,1   Post Office SQ,Boston,MA,2109
4893,PARLA,Active,Eating & Drinking,230  Hanover ST,Boston,MA,2113
4894,Pasta & Pomodoro,Inactive,Eating & Drinking w/ Take Out,120   Salem ST,Boston,MA,2113
4895,Pasta Beach,Active,Eating & Drinking,30  Rowes WHF,Boston,MA,2110
4896,Intercontinental Boston - Rumba Bar,Active,Eating & Drinking,500   Atlantic AVE,Boston,MA,2210
4897,Internacional Grocery Store Inc.,Active,Retail Food,3999   Washington ST,Roslindale,MA,2131
4898,International Shoppes TRMNL B(Space BA314),Active,Retail Food,200   Terminal RD,East Boston,MA,2128
4899,J & B VARIETY,Inactive,Retail Food,38   COOPER,BOSTON,MA,2113
4900,J.P. MARKET,Inactive,Retail Food,36   Gay Head ST,Jamaica Plain,MA,2130
4901,Hudson News No. 7,Inactive,Retail Food,300   LOGAN AIRPORT TRMNL C,EAST BOSTON,MA,2128
