DepartmentName,JobTitle,Zip,Salary
Office of Arts & Culture,Employment Agreement,2118,$313.50
Haynes EEC,Community Field Coordinator,2136,"$42,469.53"
Public Works Department,Highway Maint Frprs (Pwd)##,2121,"$55,498.75"
Boston Cntr - Youth & Families,Spec Asst II,2135,"$96,867.89"
BPS Brighton High,Part-Time Cafeteria Attendant,2134,"$30,032.45"
Public Works Department,Asst Electrical Engineer,2126,"$66,610.85"
BPS Condon Elementary,Community Field Coordinator,2124,"$63,047.65"
BPS Irving Middle,SpEd Support Svcs Coordinator,2136,"$95,065.51"
BPS Quincy Elementary,Sub Lunch Monitor,2118,"$2,145.00"
Mattapan Early Elementary,Teacher,2122,"$87,017.32"
BPS Substitute Teachers/Nurs,Substitute Teacher,2132,"$22,773.18"
Parks Department,Tree Maint Frprs##,2124,"$61,066.21"
Frederick Pilot Middle,Paraprofessional,2131,"$30,906.56"
BPS English High,Staff Asst (B),2125,"$40,882.52"
Cemetery Division,Grave Digger,2131,"$45,300.02"
BPS Substitute Teachers/Nurs,Substitute Teacher HE,2145,"$22,412.61"
BPS Higginson Elementary,Teacher,2135,"$39,236.41"
BPS Dever Elementary,Lunch Hour Monitors,2121,"$4,436.22"
BPS Tynan Elementary,Paraprofessional,2122,"$40,397.97"
Boston Police Department,Police Offc Ballistician 4$10,2121,"$90,794.73"
Boston Police Department,Police Offc Canine 2$6,2136,"$92,153.97"
Jackson/Mann K-8,Paraprofessional,2143,"$30,730.45"
BPS McCormack Middle,Teacher,2140,"$97,369.82"
Public Works Department,Hvy Mtr Equip Repprs (CFM)##,2131,"$65,264.72"
BPS Mendell Elementary,Teacher,2127,"$88,030.02"
Boston Police Department,"CommunEquipOp III, R-13 (CT)",2131,"$54,540.43"
Boston Police Department,Sr Admin Asst,2132,"$47,349.69"
BPS Winthrop Elementary,Teacher,2125,"$30,586.53"
ASD Purchasing Division,Sr Data Proc Sys Anl I,2129,"$104,878.22"
Traffic Division,Sr Traffic Maint Person##,2119,"$46,084.97"
Quincy Upper School,Teacher,2145,"$90,555.07"
Elderly Commission,Editor/Sr Citizen Newspaper,2130,"$61,043.16"
Public Works Department,Paver##,2136,"$46,087.09"
Asst Superintendent-Network A,Staff Asst (B),2122,"$68,985.02"
Parks Department,Laborer (Park),2119,"$37,410.36"
BPS Latin Academy,Prin Clerk/School Sec 21,2128,"$53,331.83"
Newcomers Academy,Teacher,2131,"$75,869.80"
Boston Police Department,Mtr Eq Rpprs ClassIBPDFleetBFD,2128,"$83,812.88"
Inspectional Services Dept,Head Clerk,2125,"$40,286.83"
Boston Police Department,Dep Dir Chief Financial Offcr,2132,"$127,019.42"
Tech Boston Academy,Teacher,2132,"$97,154.49"
Boston Fire Department,Head Clerk,2125,"$45,290.06"
Public Works Department,Sr Admin Asst,2136,"$62,496.29"
Election Division,Asst Reg Voters,2124,"$48,684.01"
Chief Operating Officer,Asst Chief Operating Ofcr (E),2132,"$57,368.80"
Inspectional Services Dept,Head Clerk,2124,"$46,397.45"
Youth Engagement & Employment,Director,2126,"$74,999.99"
Boston Cntr - Youth & Families,Building Asst,2121,"$41,446.71"
Boston Cntr - Youth & Families,Program Supervisor,2135,"$67,915.01"
BPS Latin Academy,Headmaster,2136,"$143,434.32"
BTU Pilot,Teacher,2128,"$70,882.38"
BPS Horace Mann,Prin Clerk/School Sec 19,2124,"$63,163.26"
Henderson Elementary,Paraprofessional,2124,"$24,127.04"
Lyon Pilot High 9-12,Teacher,2144,"$86,692.57"
Inspectional Services Dept,Asst Commss of Housing,2124,"$89,747.54"
Boston Cntr - Youth & Families,Building Manager,2126,"$46,873.43"
Boston Police Department,Sr Admin Asst,2136,"$74,611.95"
BPS Mason Elementary,Teacher,2125,"$67,343.29"
Lyndon K-8,SpEd Support Svcs Coordinator,2132,"$73,471.10"
BPS Higginson Elementary,Lunch Hour Monitors,2124,"$13,258.45"
Mildred Avenue K-8,Prin Clerk/School Sec 19,2130,"$49,198.50"
Frederick Pilot Middle,Teacher,2132,"$46,252.93"
BPS Manning Elementary,Teacher,2124,"$67,283.51"
BPS Special Education,Community Field Coordinator,2126,"$69,356.02"
ASD Office of Budget Mangmnt,Workforce Budget Mgr,2135,"$101,899.31"
King K-8,Paraprofessional,2125,"$27,619.97"
BPS School Safety Service,Officer-Bps Police,2132,"$48,267.66"
Office of Economic Development,Dir-Operations,2122,"$57,000.00"
Boston Public Library,Chief of Colletion Strategy,2135,"$126,269.41"
Public Works Department,Code Enforce Offc,2126,"$36,171.05"
Green Academy,Teacher,2130,"$69,397.31"
BPS Burke High,Coordinator (BTU),2124,"$79,471.10"
Boston Cntr - Youth & Families,Head Lifeguard,2124,"$28,166.90"
Treasury-Collecting Division,Data Proc Sys Analyst 1,2125,"$61,754.23"
Info & Instr Technology,Program Director (C),2128,"$100,501.21"
Boston Public Library,Sr Library Asst,2129,"$35,587.51"
Boston Cntr - Youth & Families,Sr Streetworker,2136,"$54,413.69"
Parks Department,Maint Mech (Painter)##,2126,"$49,710.89"
Parks Department,Motor Equip Oper & Lbr (P&R),2127,"$40,120.59"
Mayor's Office,Spec Asst II,2124,"$17,204.76"
BPS Orchard Gardens K-8 Pilot,Teacher,2126,"$117,063.65"
Boston Public Library,Sr Bldg Custodian,2121,"$48,918.58"
BPS Special Education,Asst Director (Basas 11B),2132,"$78,155.52"
Traffic Division,Sr Traffic Engineer,2127,"$92,166.42"
BPS Murphy Elementary,Teacher,2119,"$97,763.20"
Boston Fire Department,Fire Lieutenant-Technician,2127,"$126,009.06"
BPS Charlestown High,Teacher,2115,"$92,969.55"
Jackson/Mann K-8,Teacher,2125,"$105,641.91"
Boston Fire Department,Fire Captain,2122,"$142,337.26"
Hernandez K-8,Teacher,2129,"$95,257.78"
Boston City Council,Business Manager (CC),2136,"$66,333.48"
Boston Retirement System,Admin Asst,2120,"$59,674.95"
BPS O'Bryant School,Teacher,2135,"$102,051.14"
BTU Pilot,Paraprofessional,2126,"$43,956.34"
BPS Orchard Gardens K-8 Pilot,Teacher,2115,"$102,004.69"
BPS Office Of Budget Mgmt,Attendant,2126,"$8,864.11"
BPS Office Of Budget Mgmt,Attendant,2124,"$8,908.87"
Unified Student Svc,Teacher,2145,"$95,295.20"
BPS East Boston High,Small Learning Comm Leader,2128,"$125,504.44"
"Kennedy, EM Health Academy",Teacher,2139,"$98,965.34"
BPS Adams Elementary,Teacher,2135,"$99,201.10"
Green Academy,Headmaster,2143,"$130,484.19"
BPS Mckay Elementary,Teacher,2124,"$37,979.49"
BPS McCormack Middle,Teacher,2143,"$102,122.31"
BPS Hennigan Elementary,Teacher,2139,"$96,783.12"
Neighborhood Services,Staff Asst I,2125,"$54,010.82"
Law Department,General Counsel,2116,"$102,660.78"
BPS East Boston High,Teacher,2138,"$78,852.54"
BPS School Safety Service,Sergeant-Bps Police,2122,"$58,164.00"
BPS School Safety Service,Sergeant-Bps Police,2131,"$55,678.40"
Curley K-8,Teacher,2118,"$89,810.31"
Young Achievers K-8,Teacher,2131,"$96,264.97"
BPS Boston Comm Leadership Ac,Teacher,2135,"$89,876.99"
Parks Department,"Dir, ExternalAffairs&Marketing",2124,"$102,808.99"
Mattapan Early Elementary,Prin Clerk/School Sec 19,2132,"$50,879.34"
English Language Learn,Manager (C) (non-ac),2136,"$96,701.00"
Perry K-8,Principal Middle,2125,"$130,484.19"
Mission Hill K-8,Teacher,2132,"$88,310.51"
Law Department,Claims/Affirmative RecoveryAnl,2129,"$74,850.48"
BPS English High,Paraprofessional,2126,"$34,747.89"
Curley K-8,Lunch Hour Monitors,2127,"$8,748.06"
Boston Police Department,Personnel Asst,2122,"$48,684.00"
Emergency Management,Director,2124,"$127,332.66"
BPS Manning Elementary,Paraprofessional,2131,"$41,559.94"
BPS Hennigan Elementary,Lunch Hour Monitors,2125,"$12,466.76"
Public Works Department,Sr Admin Asst,2132,"$70,780.59"
BPS Mckay Elementary,Part-Time Cafeteria Attendant,2128,"$14,546.80"
BPS Boston Latin,Part-Time Cafeteria Attendant,2130,"$13,959.15"
King K-8,Part-Time Cafeteria Attendant,2119,"$15,335.70"
BPS Madison Park High,Community Field Coordinator,2131,"$58,368.34"
BPS Boston Evening Academy,Community Field Coordinator,2124,"$54,593.55"
Young Achievers K-8,Asst Director (C),2125,"$96,701.00"
Edison K-8,Teacher,2122,"$101,421.09"
BPS Special Education,Program Director (Basas 9A),2132,"$107,097.00"
Office of Streets,Chief Public Works & Transport,2130,"$125,000.20"
BPS East Boston High,Teacher,2116,"$102,051.14"
Early Learning Services,Program Director (Basas 9),2141,"$103,485.03"
BPS McKinley Middle,Teacher,2121,"$94,972.76"
Boston Cntr - Youth & Families,Streetworkers,2124,"$50,050.68"
BPS East Boston High,Teacher,2125,"$85,313.04"
Quincy Upper School,Surround Care Paraprofessional,2127,"$43,187.34"
Boston Cntr - Youth & Families,Streetworkers,2120,"$50,319.21"
Boston Police Department,Asst Payroll Supv,2131,"$81,308.35"
Young Achievers K-8,SpEd Support Svcs Coordinator,2136,"$70,284.65"
BPS Special Education,Asst Superintendent,2124,"$154,699.50"
BPS Otis Elementary,Teacher,2139,"$102,122.31"
BPS Burke High,Teacher,2131,"$95,774.11"
Henderson Elementary,Teacher,2119,"$93,308.81"
BPS Transportation,Standby Cab Monitor HE,2127,"$13,967.94"
Teaching & Learning,Asst Superintendent,2131,"$154,699.50"
BPS Transportation,Standby Cab Monitor HE,2124,"$10,151.55"
Roosevelt K-8,Teacher,2124,"$103,492.87"
BPS Another Course To Colleg,Teacher,2132,"$97,674.74"
WREC: Urban Science Academy,Staff Asst (B),2124,"$69,109.90"
Boston Police Department,Chaplain,2121,"$16,900.00"
BPS O'Bryant School,Prin Clerk/School Sec 21,2126,"$12,226.18"
BPS Transportation,Manager (C) (non-ac),2124,"$56,369.96"
Veterans' Services,Head Admin Clerk,2124,"$55,426.50"
"Kennedy, PJ Elementary",Lunch Hour Monitors,2128,"$23,089.20"
Boston Police Department,Policy Analyst ARRA,2136,"$49,402.40"
Boston Police Department,Prin Personnnel Officer,2126,"$63,586.35"
Boston Police Department,Head Accountant,2125,"$71,925.28"
BPS English High,Teacher,2132,"$99,283.89"
Mildred Avenue K-8,Part-Time Cafeteria Attendant,2124,"$27,216.74"
Achievement Gap,Manager (C) (non-ac),2121,"$103,239.61"
Ellison/Parks EES,Specialist (BTU),2131,"$104,396.04"
BPS Boston International HS,Guidance Counselor(1),2128,"$104,389.64"
"Kennedy, EM Health Academy",Community Field Coordinator,2126,"$66,524.98"
Public Works Department,First  Asst Drawtender##,2127,"$57,307.17"
BPS Clap Elementary,Lunch Hour Monitors,2125,"$6,260.46"
BPS Charlestown High,Part-Time Cafeteria Attendant,2127,"$15,416.20"
BPS Cl#10 Lee Academy,Surround Care Paraprofessional,2131,"$37,057.24"
Inspectional Services Dept,Dog Offr(AnimalControlOffcr)##,2130,"$57,756.85"
Property Management,Special Assistant,2124,"$50,270.28"
BPS Winthrop Elementary,Paraprofessional,2136,"$34,815.84"
BPS Adams Elementary,Teacher,2124,"$45,659.23"
BPS Ohrenberger Elementary,Teacher,2141,"$83,818.80"
Jackson/Mann K-8,Paraprofessional,2134,"$16,595.60"
Lyndon K-8,Teacher,2130,"$86,482.32"
Parks Department,Summer Youth Worker,2131,$112.00
Traffic Division,Dispatcher,2136,"$20,210.90"
BPS Snowden International Hi,Teacher,2124,"$91,126.84"
Office of Admin & Finance,Admin Asst,2136,"$63,721.26"
BPS Mckay Elementary,Principal Middle,2129,"$132,331.49"
BPS Blackstone Elementary,Paraprofessional,2129,"$10,762.76"
Kilmer K-8,Paraprofessional,2121,"$1,148.91"
Boston Fire Department,Management Analyst,2135,"$74,611.95"
HPEC: Com Acd Science & Health,Teacher,2125,"$93,017.63"
BPS Condon Elementary,Lunch Hour Monitors,2122,"$8,402.56"
BPS Lee Elementary,Lunch Hour Monitors,2119,"$8,803.34"
Hernandez K-8,Paraprofessional,2124,"$30,403.53"
BPS Lee Elementary,Paraprofessional,2115,"$40,335.53"
Info & Instr Technology,Project Manager (C),2131,"$81,714.21"
BPS Quincy Elementary,Part-Time Cafeteria Attendant,2116,"$17,307.95"
Elderly Commission,Finance Assistant,2125,"$18,534.02"
BPS Transportation,Standby Cab Monitor HE,2122,"$7,328.56"
Dpt of Innovation & Technology,Prin Data Proc Systems Analyst,2119,"$113,016.12"
Boston Public Library,Jr Building Custodian,2124,"$43,210.42"
Boston Cntr - Youth & Families,Staff Asst,2135,"$48,048.88"
Gardner Pilot  Academy,Prin Clerk/School Sec 19,2128,"$49,198.50"
Boston Police Department,Police Offc/Juvenile Offc 4$10,2131,"$86,279.11"
BPS Taylor Elementary,Prin Clerk/School Sec 19,2125,"$48,254.70"
BPS Otis Elementary,Teacher,2129,"$48,363.99"
BPS Irving Middle,Part-Time Cafeteria Attendant,2126,"$24,210.83"
Boston Police Department,Criminalist III,2132,"$83,477.67"
Boston Police Department,Police Offc Mobile Offc 2$6,2130,"$71,104.34"
Election Division,Member-Bd Of Election,2129,"$47,272.45"
BPS Blackstone Elementary,Cluster Substitute,2128,"$16,367.80"
ASD Purchasing Division,Mailroom Equipment Operator,2122,"$61,882.89"
Boston Public Library,Asst Prin Accountant,2125,"$78,630.25"
BPS School Safety Service,Officer-Bps Police,2131,"$48,348.04"
BPS School Safety Service,Sergeant-Bps Police,2130,"$63,085.38"
Frederick Pilot Middle,Paraprofessional,2127,"$28,374.32"
BPS Ellis Elementary,Teacher,2124,"$88,203.31"
Boston Police Department,Sr Bldg Custodian (BPD)##,2118,"$44,972.78"
BPS Trotter Elementary,Part-Time Cafeteria Attendant,2130,"$17,017.80"
Boston Cntr - Youth & Families,Unit Manager-Youth Services,2126,"$86,324.17"
Boston Police Department,Head Clerk & Secretary,2122,"$51,050.43"
Mattapan Early Elementary,Community Field Coordinator,2124,"$54,295.83"
BPS Sumner Elementary,Lunch Hour Monitors,2120,"$8,748.06"
Boston Public Library,Jr Building Custodian,2130,"$43,210.36"
BPS McKinley Middle,Nurse,2124,"$93,471.14"
BPS Lee Elementary,Teacher,2136,"$95,631.79"
BPS Welcome Services,Sen Analyst,2121,"$55,952.80"
Office of New Bostonians,Asst Dir,2135,"$67,962.24"
Public Works Department,Logistics Specialist,2125,"$74,364.48"
BPS Mendell Elementary,Teacher,2129,"$99,548.92"
BPS Winthrop Elementary,Teacher,2122,"$74,681.38"
HPEC: Com Acd Science & Health,Staff Asst (B),2120,"$69,200.32"
BPS Substitute Teachers/Nurs,Substitute Teacher HE,2120,"$22,444.96"
Unified Student Svc,Coordinator (C),2130,"$49,118.11"
Boston Cntr - Youth & Families,Lifeguard II,2118,"$43,863.00"
BPS Winthrop Elementary,Teacher,2136,"$97,392.85"
Haley Pilot,Teacher,2143,"$80,704.45"
"Greenwood, S K-8",Social Worker/Coordinator,2125,"$70,589.49"
BPS Holmes Elementary,Cluster Substitute,2126,"$31,248.05"
Curley K-8,Lunch Hour Monitors,2124,"$8,761.88"
Info & Instr Technology,Service Representative,2124,"$76,686.56"
BPS Tynan Elementary,Nurse,2127,"$95,713.14"
Public Works Department,Maint Mech(LightSvcRpr)(Pwd)##,2129,"$59,091.20"
Public Works Department,Sr Engineering Aid,2126,"$57,325.63"
BPS Substitute Teachers/Nurs,Substitute Teacher,2118,"$8,824.37"
Treasury-Collecting Division,Sr Legal Asst,2132,"$56,249.26"
Inspectional Services Dept,Prin Clerk & Typist,2124,"$30,906.22"
Inspectional Services Dept,Building Inspector##,2135,"$85,877.77"
BPS Horace Mann,Teacher,2130,"$94,021.83"
"Greenwood, S K-8",Teacher,2127,"$92,568.57"
Boston Cntr - Youth & Families,Building Manager,2128,"$46,556.87"
Boston Police Department,School Traffic Supv,2134,"$11,683.43"
BPS Transportation,Standby Cab Monitor HE,2126,"$23,902.71"
Boston Public Library,Programming Coordinator,2132,"$98,933.09"
BPS Charlestown High,Community Field Coordinator,2126,"$63,095.15"
Young Achievers K-8,Staff Asst (A),2136,"$52,905.78"
Traffic Division,Sr Parking Meter Supervisor I,2129,"$62,309.68"
Neighborhood Development,Project Mngr,2126,"$75,412.49"
Property Management,Security Offc (Prot Ser),2124,"$50,880.33"
BPS Mozart Elementary,Paraprofessional,2131,"$36,296.60"
Assessing Department,Prin Admin Asst,2115,"$105,840.82"
Boston Police Department,Support Desk Specialist,2125,"$54,843.92"
Boston Cntr - Youth & Families,Computer Instructor,2131,"$61,023.42"
BPS Blackstone Elementary,Part-Time Cafeteria Attendant,2125,"$20,551.77"
BPS Madison Park High,Part-Time Cafeteria Attendant,2136,"$13,318.90"
Fair Housing & Equity,Staff Asst III,2125,"$61,730.17"
Gardner Pilot  Academy,Teacher,2130,"$100,689.31"
Boston Cntr - Youth & Families,Athletic Assistant,2122,"$41,417.22"
BPS English High,SpEd Support Svcs Coordinator,2136,"$90,899.07"
Environment Department,Chief of Staff/Executive Asst,2129,"$40,410.70"
BPS Transportation,Asst Director (D) (non ac),2132,"$48,139.14"
Boston Fire Department,Dist Fire Chief,2128,"$161,366.39"
Boston Police Department,Criminalist III,2122,"$78,803.43"
Boston Fire Department,Fire Captain-Technician,2135,"$143,357.04"
Boston Fire Department,Fire Fighter-AdvanceTechnician,2129,"$96,284.06"
Young Achievers K-8,Teacher,2124,"$100,732.04"
Boston Public Library,Technical Support Associate,2128,"$31,035.30"
Boston Fire Department,Fire Fighter-Technician,2125,"$100,406.13"
Public Works Department,First  Asst Drawtender##,2119,"$56,462.79"
Boston Public Library,Reference Librarian I,2135,"$64,516.98"
HPEC: Com Acd Science & Health,Staff Asst (B),2116,"$43,199.06"
BPS Quincy Elementary,Nurse,2129,"$103,983.34"
BPS Carter Center,Social Worker/Coordinator,2124,"$90,694.12"
West Roxbury Academy,Staff Asst (B),2119,"$38,644.72"
Office of Economic Development,Sr Research Analyst (BRJP),2124,"$71,400.50"
Law Department,Asst Corp Counsel III,2125,"$88,543.21"
Public Facilities Department,Clerk of Works II (PFD),2132,"$81,308.31"
BPS Beethoven Elementary,Paraprofessional,2131,"$32,368.97"
Parks Department,Laborer (Park),2132,"$38,729.10"
Boston Fire Department,Wkg Frpr Linepr & Cablesplicer,2124,"$100,394.88"
Boston Fire Department,Head Clerk,2132,"$48,318.56"
Boston Cntr - Youth & Families,Streetworkers,2125,"$50,167.85"
BPS Madison Park High,Security Para,2136,"$42,802.64"
Public Works Department,Code Enforce Offc,2124,"$58,105.60"
BPS Mason Elementary,Lunch Hour Monitors,2121,"$8,499.30"
BPS Harvard/Kent Elementary,Teacher,2130,"$101,898.70"
Election Division,Asst Reg Voters Hourly,2124,"$2,708.75"
Neighborhood Development,Contruction Specialist I,2122,"$69,773.93"
BPS Trotter Elementary,Teacher,2125,"$103,169.40"
Parks Department,BNBL Summer Program Director,2120,"$15,834.00"
Boston Retirement System,Admin Asst,2134,"$56,649.05"
Public Works Department,Public Works Laborer,2126,"$32,633.74"
Boston Collaborative High Sch,Community Field Coordinator,2130,"$22,245.45"
Traffic Division,Head Admin Clerk,2128,"$54,292.61"
Boston Police Department,Offset Compositor,2130,"$64,946.45"
Boston Cntr - Youth & Families,Lifeguard I,2132,"$40,703.11"
Public Works Department,Maint Mech (Millwright)##,2122,"$49,782.93"
Election Division,Admin Secretary,2124,"$41,568.78"
BPS McKinley Middle,Paraprofessional,2127,"$41,264.67"
Achievement Gap,Director (D) (non-ac),2119,"$107,858.94"
City Clerk,Admin Anl (AsArchivCity/Clrk),2124,"$47,254.35"
Neighborhood Development,Sr Housing Develop Offcr,2122,"$95,237.47"
Tech Boston Academy,Teacher,2118,"$95,276.20"
ASD Office Of Labor Relation,Asst Corp Counsel III,2128,"$28,255.31"
Frederick Pilot Middle,Security Para,2124,"$39,177.31"
BPS Boston Comm Leadership Ac,Cluster Substitute,2130,"$27,752.11"
BPS Welcome Services,Hot Line Worker,2125,$193.68
Consumer Affairs & Licensing,Asst Dir Operations,2132,"$78,283.88"
Lyon K-8,Teacher,2130,"$23,546.29"
Law Department,Asst Corp Counsel III,2128,"$88,508.88"
Boston Police Department,Police Offc/Bomb Squad,2128,"$89,104.35"
Boston Police Department,Police Detective,2129,"$90,161.85"
ASD Purchasing Division,Prin Acct Clerk,2131,"$46,817.71"
Public Works Department,Hvy Mtr Equip Oper & P W Lbr,2136,"$13,561.43"
BPS Mckay Elementary,Community Field Coordinator,2128,"$56,397.66"
Public Works Department,Highway Maint Frprs (Pwd)##,2128,"$48,301.76"
BPS Perkins Elementary,Staff Asst (B),2125,"$56,058.92"
BPS Latin Academy,Program Director (Basas 9A),2131,"$110,101.91"
Boston Cntr - Youth & Families,Lifeguard II,2124,"$7,509.46"
Boston Public Library,Systems Officer,2136,"$26,720.13"
Boston Police Department,Criminalist II,2135,"$74,461.22"
Inspectional Services Dept,Envrnmntl Health Inspector I,2122,"$56,564.86"
Public Works Department,Sanitation Insp##,2124,"$46,878.22"
BPS Office Of Budget Mgmt,Attendant,2127,"$7,364.41"
Mildred Avenue K-8,Paraprofessional,2125,"$31,855.52"
Public Works Department,Recycling Coor,2124,"$76,443.94"
Public Works Department,Head Storekeeper,2128,"$43,196.43"
BPS Holmes Elementary,Lunch Hour Monitors,2121,"$1,464.92"
Diplomas Plus,Teacher,2130,"$97,674.74"
BPS Kenny Elementary,Teacher,2124,"$103,492.87"
BPS Latin Academy,Teacher,2139,"$86,761.58"
Frederick Pilot Middle,Academy Leader,2122,"$111,662.05"
Dorchester Academy,Sen Coordinator (C) (non-ac),2119,"$31,170.42"
BPS Transportation,Transportation Officer,2121,"$81,558.24"
BPS Madison Park High,Teacher,2131,"$80,538.06"
BPS South Boston HS - Excel,Teacher,2136,"$26,187.97"
King K-8,Paraprofessional,2122,"$28,999.26"
Mattapan Early Elementary,Surround Care Paraprofessional,2124,"$39,155.87"
Parks Department,Hvy Mtr Equip Oper & Lbr (P&R),2136,"$30,439.38"
BPS Murphy Elementary,Staff Asst (B),2132,"$27,655.83"
BPS Tynan Elementary,Staff Asst (B),2124,"$52,435.77"
BPS Facility Management,Part-Time Custodian,2132,"$10,561.20"
BPS Chittick Elementary,Teacher,2127,"$95,142.47"
Public Works Department,Sr Research Analyst,2122,"$60,038.39"
BPS Manning Elementary,Lunch Hour Monitors,2122,"$7,089.66"
BPS Grew Elementary,Lunch Hour Monitors,2119,"$8,803.34"
BPS McCormack Middle,Specialist (BTU),2124,"$97,336.51"
Early Learning Services,Program Director (Basas 9),2130,"$96,217.92"
BPS Mather Elementary,Teacher,2127,"$106,499.49"
Gardner Pilot  Academy,Community Field Coordinator,2122,"$52,954.57"
Gardner Pilot  Academy,Teacher,2118,"$99,439.23"
BPS Brighton High,Specialist (BTU),2136,"$103,971.54"
BPS O'Bryant School,Teacher,2124,"$100,266.21"
Young Achievers K-8,Teacher,2116,"$99,615.87"
Umana Middle,Teacher,2130,"$45,206.60"
Frederick Pilot Middle,Teacher,2119,"$67,964.03"
Info & Instr Technology,Director (E),2130,"$126,250.02"
Boston Public Library,Mgr of the Central Libray,2116,"$90,711.97"
BPS O'Bryant School,Teacher,2143,"$82,799.67"
BPS Blackstone Elementary,Specialist (BTU),2132,"$97,280.00"
BPS Beethoven Elementary,Paraprofessional,2136,"$43,364.29"
Kilmer K-8,Paraprofessional,2132,"$36,968.29"
Warren/Prescott K-8,SpEd Support Svcs Coordinator,2128,"$104,512.39"
Mission Hill K-8,Paraprofessional,2119,"$35,689.86"
BPS Blackstone Elementary,Teacher,2128,"$92,727.73"
Curley K-8,Lunch Hour Monitors,2136,"$8,748.06"
Curley K-8,Lunch Hour Monitors,2130,"$8,001.78"
Unified Student Svc,Instructional Coach,2136,"$31,439.83"
Lyon K-8,Paraprofessional,2132,"$36,608.28"
BPS Ohrenberger Elementary,Teacher,2145,"$95,135.85"
Early Learning Services,Program Director (Basas 9),2145,"$109,701.19"
Umana Middle,Teacher,2116,"$29,503.59"
BPS Orchard Gardens K-8 Pilot,Sub Lunch Monitor,2136,"$3,487.28"
BTU Pilot,Teacher,2132,"$97,082.64"
Hurley K-8,Teacher,2128,"$92,653.47"
BPS East Boston High,Teacher,2115,"$90,694.12"
BPS Ohrenberger Elementary,Teacher,2130,"$98,189.67"
BPS Taylor Elementary,Teacher,2125,"$90,571.84"
Newcomers Academy,Teacher,2130,"$100,058.44"
ASD Human Resources,Worker's Compensation Case Mgr,2127,"$69,561.80"
Research Assess & Eval,Project Manager (C),2131,"$88,461.38"
BPS South Boston High,Part-Time Cafeteria Attendant,2115,"$24,397.56"
Jackson/Mann K-8,Paraprofessional,2131,"$35,562.77"
Boston City Council,Secretary,2136,"$59,000.40"
BPS Boston Evening Academy,Director (D) (non-ac),2122,"$86,912.13"
West Roxbury Academy,Teacher,2122,"$102,457.13"
Baldwin ELC,Principal Elementary,2140,"$130,281.39"
Mattapan Early Elementary,Teacher,2132,"$97,976.10"
Info & Instr Technology,Sen Computer Repair Technician,2125,"$44,652.13"
Young Achievers K-8,Paraprofessional,2119,"$41,663.35"
BTU Pilot,Teacher,2122,"$102,710.02"
BPS Community Academy,Lead Satellite Attendant B,2119,"$18,881.74"
Eliot K-8,Teacher,2132,"$78,713.99"
Public Works Department,Code Enforce Offc,2122,"$56,772.76"
BPS Holmes Elementary,Cluster Substitute,2124,"$18,607.61"
"Kennedy, EM Health Academy",Prin Clerk/School Sec 19,2131,"$49,198.50"
Neighborhood Services,Coord,2129,"$53,515.74"
BPS Brighton High,Librarian,2130,"$103,460.62"
Kilmer K-8,Sub Lunch Monitor,2132,$198.00
Henderson Elementary,Prin Clerk/School Sec 19,2122,"$45,972.16"
BPS Madison Park High,Social Worker/Coordinator,2124,"$81,107.49"
BPS Boston Arts Academy,Teacher,2121,"$62,502.30"
Young Achievers K-8,Teacher,2121,"$65,384.62"
Warren/Prescott K-8,Lead Satellite Attendant B,2129,"$17,225.68"
ASD Purchasing Division,Purchasing Agent (Ads/Pud),2127,"$110,000.02"
Law Department,Asst Corp Counsel III,2130,"$92,605.20"
BPS Condon Elementary,Teacher,2125,"$101,698.29"
BPS Fenway High,Teacher,2132,"$97,003.32"
Assessing Department,Asst Assessor (Trainee II),2116,"$28,586.02"
BPS Mather Elementary,Teacher,2122,"$101,552.56"
BPS Kenny Elementary,Lunch Hour Monitors,2121,"$8,748.06"
Henderson Elementary,Teacher,2130,"$96,857.38"
Baldwin ELC,Teacher,2135,"$82,116.55"
BTU Pilot,Library Paraprofessional,2124,"$42,890.18"
Edison K-8,Teacher,2143,"$90,243.03"
Treasury-Treasury Division,Asst Corp Counsel V,2118,"$113,276.04"
Neighborhood Development,Property Manager,2114,"$83,395.38"
BPS Tynan Elementary,Coord-Manager (B),2122,"$76,516.40"
Boston Police Department,Personnel Officer,2136,"$50,623.73"
Unified Student Svc,Supervisor Of Attendance,2136,"$97,536.84"
BPS Boston Latin,Nurse,2135,"$90,694.12"
Curley K-8,Sub Lunch Monitor,2131,"$2,871.00"
"Greenwood, S K-8",Paraprofessional,2121,"$36,118.10"
BPS Special Education,One to One Para,2135,"$53,898.85"
BPS Channing Elementary,Paraprofessional,2126,"$38,432.13"
Young Achievers K-8,Teacher,2122,"$83,501.77"
BPS Orchard Gardens K-8 Pilot,Lunch Hour Monitors,2119,"$8,706.60"
ASD Human Resources,Human Resources Representative,2116,"$55,464.40"
Boston Public Library,Sr Bldg Custodian,2119,"$50,168.81"
Boston Police Department,Dir-Public Info (Police),2132,"$120,225.45"
Boston Police Department,Head Clerk & Secretary,2119,"$32,511.51"
Lyndon K-8,Teacher,2122,"$86,761.58"
Election Division,Asst Reg Voters Hourly,2127,"$11,305.95"
Boston Fire Department,Data Proc Equip Tech,2124,$992.27
ASD Human Resources,Associate HRIS Manager,2135,"$61,713.07"
Boston Fire Department,Fire Fighter-Technician,2121,"$111,666.85"
